Date,price_coffee,price_oil,prediction
2011-07-19,2120.0,97.5,2132.6694
2011-07-20,2073.0,98.14,2123.4854
2011-07-21,1960.0,99.13,2106.2427
2011-07-22,2029.0,99.87,2078.5989
2011-07-25,2105.0,99.2,2042.276
2011-07-26,2128.0,99.59,2013.2625
2011-07-27,2082.0,97.4,2007.1936
2011-07-28,2039.0,97.44,2020.8054
2011-07-29,2039.0,95.7,2034.5767
2011-08-01,2102.0,94.89,2044.3322
2011-08-02,2120.0,93.79,2048.4963
2011-08-03,2094.0,91.93,2045.6584
2011-08-04,2045.0,86.63,2042.129
2011-08-05,2062.0,86.88,2040.2402
2011-08-08,2050.0,81.31,2038.297
2011-08-09,2098.0,79.3,2033.2025
2011-08-10,2133.0,82.89,2026.8158
2011-08-11,2190.0,85.72,2027.444
2011-08-12,2248.0,85.38,2035.8094
2011-08-15,2296.0,87.88,2051.7651
2011-08-16,2314.0,86.65,2074.6716
2011-08-17,2350.0,87.58,2102.4739
2011-08-18,2275.0,82.38,2131.8857
2011-08-19,2270.0,82.26,2156.7703
2011-08-22,2316.0,84.12,2168.6396
2011-08-23,2377.0,85.44,2168.2737
2011-08-24,2365.0,85.16,2166.5916
2011-08-25,2345.0,85.3,2168.9683
2011-08-26,2340.0,85.37,2175.8057
2011-08-30,2325.0,88.9,2184.4795
2011-08-31,2298.0,88.81,2190.378
2011-09-01,2295.0,88.93,2190.3674
2011-09-02,2241.0,86.45,2181.9753
2011-09-06,2133.0,86.02,2166.9985
2011-09-07,2134.0,89.34,2144.7144
2011-09-08,2189.0,89.05,2117.8457
2011-09-09,2128.0,87.24,2095.954
2011-09-12,2147.0,88.19,2081.5278
2011-09-13,2101.0,90.21,2075.7744
2011-09-14,2050.0,88.91,2072.8452
2011-09-15,2012.0,89.4,2068.058
2011-09-16,2073.0,87.96,2056.5847
2011-09-19,2095.0,85.7,2043.6046
2011-09-20,2104.0,86.89,2029.9774
2011-09-21,2025.0,85.92,2025.1387
2011-09-22,1992.0,80.51,2026.8079
2011-09-23,1917.0,79.85,2029.1068
2011-09-26,1923.0,80.24,2016.6945
2011-09-27,1956.0,84.45,1985.2666
2011-09-28,1955.0,81.21,1944.1886
2011-09-29,1964.0,82.14,1916.2001
2011-09-30,1964.0,79.2,1913.4368
2011-10-03,1929.0,77.61,1920.3966
2011-10-05,1990.0,79.68,1930.6158
2011-10-06,2025.0,82.59,1943.8938
2011-10-07,1955.0,82.98,1959.4158
2011-10-10,1952.0,85.41,1969.2319
2011-10-11,1890.0,85.81,1972.567
2011-10-12,1926.0,85.57,1959.4613
2011-10-13,1983.0,84.23,1938.2252
2011-10-17,1935.0,86.38,1923.0431
2011-10-18,1886.0,88.34,1915.8557
2011-10-19,1872.0,86.11,1911.5394
2011-10-20,1814.0,85.3,1904.0741
2011-10-21,1868.0,87.4,1888.672
2011-10-24,1890.0,91.27,1869.2692
2011-10-25,1831.0,93.17,1851.2609
2011-10-26,1833.0,90.2,1837.9359
2011-10-27,1864.0,93.96,1829.2394
2011-10-28,1857.0,93.32,1829.9187
2011-10-31,1779.0,93.19,1834.4622
2011-11-01,1835.0,92.19,1833.8914
2011-11-02,1819.0,92.51,1827.2004
2011-11-03,1795.0,94.07,1818.4468
2011-11-04,1763.0,94.26,1809.3274
2011-11-07,1793.0,95.52,1792.61
2011-11-08,1799.0,96.8,1779.1307
2011-11-09,1791.0,95.74,1771.1775
2011-11-10,1780.0,97.78,1767.5645
2011-11-11,1802.0,98.99,1765.6544
2011-11-14,1842.0,98.14,1767.283
2011-11-15,1844.0,99.37,1777.2495
2011-11-16,1822.0,102.59,1793.4254
2011-11-17,1814.0,98.82,1811.6488
2011-11-18,1839.0,97.41,1825.1677
2011-11-21,1830.0,96.92,1833.1866
2011-11-22,1837.0,98.01,1832.5696
2011-11-23,1884.0,96.17,1828.3319
2011-11-25,1890.0,96.77,1833.7589
2011-11-28,1913.0,98.21,1847.2396
2011-11-29,1944.0,99.79,1867.3043
2011-11-30,1944.0,100.36,1893.0309
2011-12-01,1993.0,100.2,1916.3262
2011-12-02,1955.0,100.96,1941.9883
2011-12-06,2010.0,101.28,1960.1249
2011-12-07,1953.0,100.49,1971.5979
2011-12-08,1910.0,98.34,1976.4808
2011-12-09,1926.0,99.41,1969.9261
2011-12-12,1885.0,97.77,1952.338
2011-12-13,1900.0,100.14,1925.9623
2011-12-14,1871.0,94.95,1905.313
2011-12-15,1861.0,93.87,1883.3092
2011-12-16,1853.0,93.53,1864.7512
2011-12-19,1834.0,93.88,1849.1705
2011-12-20,1847.0,97.22,1838.456
2011-12-21,1823.0,98.67,1829.3376
2011-12-22,1807.0,99.53,1822.8115
2011-12-23,1783.0,99.68,1815.2085
2011-12-28,1777.0,99.36,1803.9271
2011-12-29,1767.0,99.65,1787.4915
2011-12-30,1766.0,98.83,1772.8191
2012-01-03,1800.0,102.96,1761.7272
2012-01-04,1796.0,103.22,1756.0892
2012-01-05,1758.0,101.81,1757.2451
2012-01-06,1704.0,101.56,1759.766
2012-01-09,1741.0,101.31,1755.7797
2012-01-10,1781.0,102.24,1746.944
2012-01-11,1816.0,100.87,1741.8298
2012-01-12,1865.0,99.1,1743.2998
2012-01-13,1817.0,98.7,1755.4741
2012-01-17,1830.0,100.71,1777.1968
2012-01-18,1834.0,100.59,1809.8265
2012-01-19,1863.0,100.39,1835.7483
2012-01-20,1917.0,98.46,1852.2949
2012-01-23,1876.0,99.58,1864.8567
2012-01-24,1876.0,98.95,1873.4581
2012-01-25,1877.0,99.4,1878.0052
2012-01-26,1862.0,99.7,1882.9501
2012-01-27,1860.0,99.56,1884.0726
2012-01-30,1838.0,98.78,1881.5333
2012-01-31,1838.0,98.48,1872.9296
2012-02-01,1819.0,97.61,1861.5825
2012-02-02,1800.0,96.36,1843.9952
2012-02-03,1837.0,97.84,1822.2582
2012-02-06,1831.0,96.91,1809.1982
2012-02-07,1861.0,98.41,1803.7878
2012-02-08,1878.0,98.71,1809.3271
2012-02-09,1950.0,99.84,1826.258
2012-02-10,1994.0,98.67,1856.0946
2012-02-13,2074.0,100.91,1894.9823
2012-02-14,2110.0,100.74,1930.2238
2012-02-15,2143.0,101.8,1965.2073
2012-02-16,2167.0,102.31,1999.5431
2012-02-17,2094.0,103.24,2029.7859
2012-02-21,1973.0,105.84,2051.4348
2012-02-22,1948.0,106.28,2056.5442
2012-02-23,2018.0,107.83,2046.2239
2012-02-24,2057.0,109.77,2022.4907
2012-03-01,2017.0,108.84,1994.44
2012-03-02,2019.0,106.7,1981.1494
2012-03-06,1952.0,104.7,1985.4928
2012-03-07,2028.0,106.16,1991.8053
2012-03-08,2088.0,106.58,1997.0497
2012-03-09,2050.0,107.4,2002.3368
2012-03-12,1982.0,106.34,2006.1631
2012-03-13,1965.0,106.71,2007.8749
2012-03-14,1996.0,105.43,2007.2303
2012-03-15,2027.0,105.11,2001.249
2012-03-16,2033.0,107.06,1984.5183
2012-03-19,2020.0,108.09,1980.694
2012-03-20,2031.0,105.61,1986.9038
2012-03-21,2021.0,107.27,1995.2096
2012-03-23,2013.0,106.87,2000.5344
2012-03-27,2049.0,107.33,2005.3214
2012-03-28,2048.0,105.41,2007.1195
2012-03-29,2031.0,102.78,2007.6552
2012-03-30,2031.0,103.02,2006.2012
2012-04-02,2036.0,105.23,2006.2993
2012-04-03,2025.0,104.01,2007.8971
2012-04-04,1991.0,101.47,2008.5183
2012-04-05,1987.0,103.31,2005.8318
2012-04-10,1975.0,101.02,1997.9095
2012-04-12,1996.0,103.64,1984.2263
2012-04-13,1998.0,102.83,1972.7029
2012-04-16,1992.0,102.93,1968.3976
2012-04-18,2019.0,102.67,1971.7001
2012-04-19,2010.0,102.27,1977.8154
2012-04-20,2033.0,103.05,1985.3615
2012-04-23,2025.0,103.11,1992.4973
2012-04-24,2025.0,103.55,1997.3561
2012-04-26,1984.0,104.55,2000.7323
2012-04-27,1964.0,104.93,2001.7737
2012-04-30,1961.0,104.87,1996.0372
2012-05-01,1942.0,106.16,1977.6613
2012-05-02,1953.0,105.22,1955.476
2012-05-03,1951.0,102.54,1938.8053
2012-05-04,1995.0,98.49,1930.572
2012-05-08,2019.0,97.01,1932.5687
2012-05-09,2022.0,96.81,1948.1666
2012-05-10,2080.0,97.08,1966.6216
2012-05-11,2100.0,96.13,1982.9506
2012-05-14,2116.0,94.78,2001.4668
2012-05-15,2127.0,93.98,2018.528
2012-05-16,2152.0,92.81,2033.2715
2012-05-17,2163.0,92.56,2045.7009
2012-05-18,2185.0,91.48,2057.2102
2012-05-21,2131.0,92.57,2071.211
2012-05-22,2165.0,91.66,2079.2698
2012-05-23,2158.0,89.9,2083.4414
2012-05-24,2200.0,90.66,2085.0085
2012-05-25,2215.0,90.86,2085.3933
2012-05-29,2237.0,90.76,2087.2126
2012-05-30,2211.0,87.82,2094.004
2012-05-31,2211.0,86.53,2103.2607
2012-06-01,2158.0,83.23,2112.1802
2012-06-05,2158.0,84.29,2116.0217
2012-06-06,2174.0,85.02,2112.7385
2012-06-07,2123.0,84.82,2102.906
2012-06-08,2074.0,84.1,2087.753
2012-06-11,2062.0,82.7,2073.3801
2012-06-12,2062.0,83.32,2060.8386
2012-06-13,2090.0,82.62,2046.9728
2012-06-14,2093.0,83.91,2034.4175
2012-06-15,2095.0,84.03,2029.6337
2012-06-18,2066.0,83.27,2033.1663
2012-06-19,2082.0,84.03,2036.7734
2012-06-20,2062.0,81.8,2040.3239
2012-06-21,2059.0,78.2,2041.5481
2012-06-22,2016.0,79.76,2038.4619
2012-06-25,2012.0,79.21,2030.3943
2012-06-26,2042.0,79.36,2016.4025
2012-06-27,2062.0,80.21,2003.8339
2012-06-28,2054.0,77.69,1999.3578
2012-06-29,2103.0,84.96,2001.9146
2012-07-02,2095.0,83.75,2009.5298
2012-07-03,2111.0,87.66,2020.6085
2012-07-05,2065.0,87.22,2032.2957
2012-07-06,2044.0,84.45,2040.9731
2012-07-09,2033.0,85.99,2043.5676
2012-07-10,2012.0,83.91,2040.5236
2012-07-11,2020.0,85.81,2023.9651
2012-07-12,2012.0,86.08,2004.0168
2012-07-13,2062.0,87.1,1989.6193
2012-07-16,2088.0,88.43,1987.7399
2012-07-17,2082.0,89.22,1996.6685
2012-07-18,2110.0,89.87,2007.9438
2012-07-19,2168.0,92.66,2021.7401
2012-07-20,2165.0,91.44,2038.3491
2012-07-23,2150.0,88.14,2053.651
2012-07-24,2141.0,88.5,2066.3389
2012-07-25,2132.0,88.97,2076.7034
2012-07-26,2192.0,89.39,2080.9753
2012-07-27,2229.0,90.13,2083.1052
2012-07-30,2223.0,89.78,2085.1155
2012-07-31,2223.0,88.06,2089.2417
2012-08-01,2212.0,88.91,2099.156
2012-08-02,2229.0,87.13,2110.2188
2012-08-03,2224.0,91.4,2119.108
2012-08-06,2228.0,92.2,2124.3623
2012-08-07,2199.0,93.67,2125.946
2012-08-08,2179.0,93.35,2122.3406
2012-08-09,2166.0,93.36,2116.324
2012-08-10,2167.0,92.87,2108.7346
2012-08-13,2130.0,92.73,2099.9927
2012-08-14,2070.0,93.43,2090.2898
2012-08-15,2049.0,94.33,2078.4019
2012-08-16,2064.0,95.6,2064.662
2012-08-17,2063.0,96.01,2048.772
2012-08-20,2065.0,95.97,2033.0244
2012-08-21,2072.0,96.68,2024.6863
2012-08-22,2043.0,97.26,2024.8154
2012-08-24,2018.0,96.15,2026.6819
2012-08-27,2057.0,95.47,2025.82
2012-08-28,2034.0,96.33,2025.2323
2012-08-29,2034.0,95.49,2021.219
2012-08-30,2024.0,94.62,2015.8333
2012-08-31,2038.0,96.47,2010.9521
2012-09-04,2045.0,95.3,2008.1852
2012-09-05,2019.0,95.36,2006.6362
2012-09-06,2012.0,95.53,2006.519
2012-09-07,2049.0,96.42,2007.1102
2012-09-10,2059.0,96.54,2006.1327
2012-09-11,2049.0,97.17,2005.4227
2012-09-12,2050.0,97.01,2006.943
2012-09-13,2059.0,98.31,2010.5093
2012-09-14,2060.0,99.0,2015.417
2012-09-17,2041.0,96.62,2019.422
2012-09-19,2010.0,91.98,2018.8315
2012-09-20,2041.0,91.87,2015.921
2012-09-21,2083.0,92.89,2011.9122
2012-09-24,2084.0,91.93,2007.9686
2012-09-25,2144.0,91.37,2008.669
2012-09-26,2130.0,89.98,2018.5933
2012-09-27,2188.0,91.85,2033.0697
2012-09-28,2188.0,92.19,2049.567
2012-10-01,2179.0,92.48,2066.153
2012-10-02,2200.0,91.89,2081.852
2012-10-03,2180.0,88.14,2094.2952
2012-10-04,2152.0,91.71,2101.5183
2012-10-05,2095.0,89.88,2102.1829
2012-10-08,2064.0,89.33,2093.9514
2012-10-09,2066.0,92.39,2076.4446
2012-10-10,2098.0,91.25,2056.8428
2012-10-11,2076.0,92.07,2039.6813
2012-10-12,2052.0,91.86,2032.4396
2012-10-15,2036.0,91.85,2030.3541
2012-10-16,2039.0,92.09,2030.0275
2012-10-17,2032.0,92.12,2027.6797
2012-10-18,2021.0,92.1,2023.0275
2012-10-19,2063.0,90.05,2016.7592
2012-10-22,2058.0,88.73,2011.4221
2012-10-23,2035.0,86.67,2009.2418
2012-10-24,2039.0,85.73,2010.5808
2012-10-25,2029.0,86.05,2012.8405
2012-10-26,1996.0,86.28,2013.8374
2012-10-29,1989.0,85.54,2011.389
2012-10-30,1955.0,85.68,2001.3871
2012-10-31,1940.0,86.24,1980.6501
2012-11-01,1958.0,87.09,1958.434
2012-11-02,1952.0,84.86,1938.8401
2012-11-05,1927.0,85.65,1929.6451
2012-11-06,1903.0,88.71,1923.1075
2012-11-07,1903.0,84.44,1917.8961
2012-11-08,1943.0,85.09,1911.82
2012-11-09,1944.0,86.07,1906.1434
2012-11-12,1951.0,85.57,1906.8228
2012-11-13,1877.0,85.38,1915.1641
2012-11-14,1875.0,86.32,1917.6052
2012-11-15,1893.0,85.45,1912.3304
2012-11-16,1899.0,86.67,1901.5881
2012-11-19,1896.0,89.28,1891.9977
2012-11-20,1862.0,86.75,1884.8884
2012-11-21,1850.0,87.38,1876.6746
2012-11-23,1850.0,88.28,1868.1044
2012-11-26,1839.0,87.74,1858.7258
2012-11-27,1906.0,87.18,1849.9049
2012-11-28,1930.0,86.49,1848.6998
2012-11-29,1933.0,88.07,1860.1976
2012-11-30,1933.0,88.91,1880.2078
2012-12-03,1907.0,89.09,1902.7817
2012-12-04,1877.0,88.5,1921.0604
2012-12-05,1881.0,87.88,1929.3031
2012-12-06,1905.0,86.26,1921.5309
2012-12-07,1896.0,85.93,1906.697
2012-12-10,1874.0,85.56,1892.6007
2012-12-11,1888.0,85.79,1879.1316
2012-12-12,1897.0,86.77,1873.517
2012-12-13,1929.0,85.89,1875.0237
2012-12-14,1908.0,86.73,1883.1278
2012-12-17,1863.0,87.2,1894.1456
2012-12-18,1847.0,87.93,1899.3108
2012-12-19,1877.0,89.51,1894.559
2012-12-20,1918.0,90.13,1883.3787
2012-12-21,1933.0,88.66,1877.7062
2012-12-24,1954.0,88.61,1880.7906
2012-12-26,1906.0,90.98,1893.8557
2012-12-27,1960.0,90.87,1910.7821
2012-12-28,1961.0,90.8,1927.1356
2012-12-31,1963.0,91.82,1942.8481
2013-01-02,1988.0,93.12,1953.1466
2013-01-03,1995.0,92.92,1957.999
2013-01-04,1997.0,93.09,1961.6879
2013-01-07,2013.0,93.19,1966.5144
2013-01-08,1965.0,93.15,1974.8242
2013-01-09,1961.0,93.1,1980.1876
2013-01-10,1968.0,93.82,1977.2677
2013-01-11,1994.0,93.56,1966.2957
2013-01-14,2021.0,94.14,1954.5007
2013-01-15,1998.0,93.28,1954.9342
2013-01-17,2028.0,95.49,1962.5706
2013-01-18,2026.0,95.56,1976.7712
2013-01-22,1988.0,96.24,1987.3972
2013-01-23,2012.0,95.23,1994.6184
2013-01-24,1996.0,95.95,1997.572
2013-01-25,1987.0,95.88,1994.323
2013-01-28,1990.0,96.44,1983.0033
2013-01-29,1986.0,97.57,1972.6138
2013-01-30,2018.0,97.94,1967.7544
2013-01-31,2018.0,97.49,1969.6919
2013-02-01,2049.0,97.77,1976.7639
2013-02-04,2036.0,96.17,1985.7102
2013-02-05,2066.0,96.64,1994.4235
2013-02-06,2069.0,96.62,2003.004
2013-02-07,2098.0,95.83,2011.5062
2013-02-08,2123.0,95.72,2018.594
2013-02-11,2078.0,97.03,2026.1781
2013-02-12,2070.0,97.51,2033.6842
2013-02-13,2066.0,97.01,2040.1218
2013-02-14,2030.0,97.31,2043.2834
2013-02-15,2022.0,95.86,2038.3815
2013-02-20,2021.0,94.46,2023.564
2013-02-21,2030.0,92.84,2008.1753
2013-02-22,2048.0,93.13,1998.5057
2013-02-25,2035.0,93.11,1996.3647
2013-02-26,2040.0,92.63,2000.1874
2013-02-27,2051.0,92.76,2004.5198
2013-02-28,2058.0,92.05,2009.9037
2013-03-01,2072.0,90.68,2014.6588
2013-03-04,2071.0,90.12,2018.0619
2013-03-05,2050.0,90.82,2020.1235
2013-03-06,2085.0,90.43,2022.3583
2013-03-07,2123.0,91.56,2024.0857
2013-03-08,2151.0,91.95,2027.5638
2013-03-11,2136.0,92.06,2034.9061
2013-03-12,2161.0,92.54,2045.6586
2013-03-13,2163.0,92.52,2058.402
2013-03-14,2130.0,93.03,2070.7844
2013-03-15,2159.0,93.45,2078.485
2013-03-18,2145.0,93.74,2083.0244
2013-03-19,2124.0,92.16,2083.472
2013-03-20,2105.0,92.96,2079.0889
2013-03-21,2112.0,92.45,2071.757
2013-03-22,2095.0,93.71,2064.449
2013-03-25,2074.0,94.81,2057.7058
2013-03-26,2057.0,96.34,2052.607
2013-03-27,2023.0,96.58,2046.2031
2013-03-28,2023.0,97.23,2036.7333
2013-04-02,2020.0,97.19,2025.0483
2013-04-03,2047.0,94.45,2013.7365
2013-04-04,2015.0,93.26,2006.3176
2013-04-05,2011.0,92.7,2002.8944
2013-04-09,1992.0,94.2,2002.4694
2013-04-10,1987.0,94.64,2001.3306
2013-04-12,2030.0,91.29,1997.5968
2013-04-15,2024.0,88.71,1992.8967
2013-04-16,2030.0,88.72,1989.46
2013-04-17,2034.0,86.68,1990.4797
2013-04-18,2043.0,87.73,1994.4304
2013-04-19,2056.0,88.01,1999.4976
2013-04-22,2060.0,88.76,2005.4757
2013-04-23,1979.0,89.18,2009.8207
2013-04-24,1952.0,91.43,2009.206
2013-04-25,1944.0,93.64,2002.5034
2013-04-26,1961.0,93.0,1979.4622
2013-04-29,1961.0,94.5,1952.7637
2013-04-30,1965.0,93.46,1932.7415
2013-05-01,1964.0,91.03,1927.7787
2013-05-02,1983.0,93.99,1931.4609
2013-05-03,1980.0,95.61,1942.7325
2013-05-07,1960.0,95.62,1957.1985
2013-05-08,1955.0,96.62,1967.4
2013-05-09,1992.0,96.39,1971.5946
2013-05-10,1981.0,96.04,1969.2004
2013-05-15,2027.0,94.3,1962.9678
2013-05-16,2016.0,95.16,1964.4238
2013-05-20,1980.0,96.71,1972.3097
2013-05-21,1971.0,96.16,1981.085
2013-05-22,1966.0,94.28,1987.1628
2013-05-23,1954.0,94.25,1981.5809
2013-05-24,1922.0,94.15,1965.6638
2013-05-28,1890.0,95.01,1943.7678
2013-05-29,1860.0,93.13,1923.3872
2013-05-30,1844.0,93.61,1901.0872
2013-05-31,1844.0,91.97,1873.8942
2013-06-03,1884.0,93.45,1845.7872
2013-06-04,1876.0,93.31,1828.6338
2013-06-05,1852.0,93.74,1827.8191
2013-06-06,1862.0,94.76,1835.6979
2013-06-07,1848.0,96.03,1845.801
2013-06-10,1845.0,95.77,1852.8062
2013-06-11,1798.0,95.38,1856.0012
2013-06-12,1747.0,95.88,1849.1201
2013-06-13,1705.0,96.69,1829.6088
2013-06-14,1739.0,97.85,1795.5747
2013-06-17,1738.0,97.77,1760.8934
2013-06-18,1744.0,98.44,1738.4121
2013-06-19,1779.0,98.24,1726.9415
2013-06-20,1721.0,95.4,1726.5535
2013-06-21,1735.0,93.69,1728.1633
2013-06-24,1749.0,95.18,1729.7322
2013-06-25,1732.0,95.32,1730.3909
2013-06-26,1707.0,95.5,1730.3406
2013-06-27,1729.0,97.05,1728.0693
2013-06-28,1731.0,96.56,1725.6366
2013-07-01,1755.0,97.99,1722.8442
2013-07-02,1805.0,99.6,1722.1865
2013-07-03,1794.0,101.24,1725.6387
2013-07-04,1790.0,101.4,1736.3644
2013-07-05,1787.0,103.22,1751.136
2013-07-08,1802.0,103.14,1766.5814
2013-07-09,1839.0,103.53,1780.3862
2013-07-10,1859.0,106.52,1789.0117
2013-07-11,1855.0,104.91,1802.3014
2013-07-12,1855.0,105.95,1816.9174
2013-07-15,1884.0,106.32,1835.083
2013-07-16,1926.0,106.0,1855.5663
2013-07-17,1945.0,106.48,1878.1431
2013-07-18,1945.0,108.04,1899.7324
2013-07-19,1943.0,108.05,1919.4962
2013-07-22,1918.0,106.91,1938.4021
2013-07-23,1905.0,107.23,1947.6661
2013-07-24,1870.0,105.39,1945.4221
2013-07-25,1883.0,105.49,1929.2113
2013-07-26,1896.0,104.7,1909.2743
2013-07-29,1864.0,104.55,1890.777
2013-07-30,1842.0,103.08,1873.2205
2013-07-31,1842.0,105.03,1859.7335
2013-08-01,1865.0,107.89,1850.4006
2013-08-02,1881.0,106.94,1844.6439
2013-08-05,1902.0,106.56,1847.7291
2013-08-06,1881.0,105.3,1859.1935
2013-08-07,1902.0,104.37,1874.438
2013-08-08,1924.0,103.4,1889.2665
2013-08-09,1963.0,105.97,1902.7979
2013-08-12,1974.0,106.11,1916.5619
2013-08-13,1932.0,106.83,1934.3573
2013-08-14,1959.0,106.85,1948.9695
2013-08-15,1952.0,107.33,1957.6721
2013-08-16,1913.0,107.46,1959.5032
2013-08-19,1879.0,107.1,1952.2047
2013-08-20,1858.0,104.96,1934.3545
2013-08-21,1827.0,103.85,1911.7202
2013-08-22,1781.0,105.03,1884.9645
2013-08-23,1741.0,106.42,1844.5497
2013-08-27,1751.0,109.01,1795.0253
2013-08-28,1734.0,110.1,1761.1188
2013-08-29,1730.0,108.8,1740.0697
2013-08-30,1749.0,107.65,1727.4146
2013-09-02,1733.0,106.75,1724.479
2013-09-03,1762.0,108.54,1724.1979
2013-09-04,1762.0,107.23,1726.0051
2013-09-05,1735.0,108.37,1729.9562
2013-09-06,1740.0,110.53,1735.9392
2013-09-09,1728.0,109.52,1739.9105
2013-09-10,1720.0,107.39,1739.0725
2013-09-11,1747.0,107.56,1734.1307
2013-09-12,1728.0,108.6,1728.9061
2013-09-13,1717.0,108.21,1726.7092
2013-09-16,1700.0,106.59,1725.6495
2013-09-17,1656.0,105.42,1723.8102
2013-09-18,1650.0,108.07,1720.3313
2013-09-19,1657.0,106.39,1714.1758
2013-09-20,1651.0,104.68,1705.7965
2013-09-23,1661.0,103.59,1697.653
2013-09-24,1685.0,103.13,1690.2317
2013-09-25,1680.0,102.66,1687.0239
2013-09-26,1634.0,103.03,1687.4641
2013-09-27,1582.0,102.87,1689.2411
2013-09-30,1582.0,102.33,1686.5123
2013-10-01,1636.0,102.04,1677.7249
2013-10-02,1669.0,104.1,1665.4106
2013-10-03,1703.0,103.31,1655.7666
2013-10-04,1709.0,103.84,1654.3634
2013-10-07,1709.0,103.03,1663.6133
2013-10-08,1696.0,103.49,1679.0692
2013-10-09,1722.0,101.61,1695.2017
2013-10-10,1736.0,103.01,1708.9492
2013-10-11,1733.0,102.02,1717.7821
2013-10-14,1734.0,102.41,1721.1935
2013-10-15,1679.0,101.21,1721.955
2013-10-16,1655.0,102.29,1719.8618
2013-10-17,1639.0,100.67,1715.4297
2013-10-18,1631.0,100.81,1709.3713
2013-10-21,1602.0,99.22,1700.7094
2013-10-22,1606.0,97.8,1688.4459
2013-10-23,1613.0,96.86,1673.8179
2013-10-24,1599.0,97.11,1657.9296
2013-10-25,1559.0,97.85,1642.5381
2013-10-28,1499.0,98.68,1627.5098
2013-10-29,1486.0,98.2,1609.724
2013-10-30,1488.0,96.77,1589.1909
2013-10-31,1460.0,96.38,1567.9191
2013-11-01,1475.0,94.61,1550.8861
2013-11-04,1479.0,94.62,1538.9619
2013-11-05,1467.0,93.37,1529.8861
2013-11-06,1444.0,94.8,1524.1646
2013-11-07,1450.0,94.2,1518.6726
2013-11-08,1466.0,94.6,1513.4421
2013-11-11,1488.0,95.14,1508.3951
2013-11-12,1485.0,93.04,1504.1499
2013-11-13,1455.0,93.88,1501.1201
2013-11-14,1437.0,93.76,1498.921
2013-11-15,1506.0,93.84,1496.9856
2013-11-18,1559.0,93.03,1496.7064
2013-11-19,1556.0,93.34,1498.4103
2013-11-20,1567.0,93.33,1501.2905
2013-11-21,1587.0,95.44,1505.4713
2013-11-22,1564.0,94.84,1511.0416
2013-11-25,1554.0,94.09,1517.1815
2013-11-26,1581.0,93.68,1523.6268
2013-11-27,1601.0,92.3,1530.0103
2013-11-28,1623.0,92.28,1535.788
2013-11-29,1623.0,92.72,1544.9185
2013-12-02,1658.0,93.82,1555.9601
2013-12-03,1733.0,96.04,1575.5282
2013-12-04,1697.0,97.2,1600.9
2013-12-05,1686.0,97.38,1631.4103
2013-12-06,1721.0,97.65,1664.9559
2013-12-09,1769.0,97.34,1689.8594
2013-12-10,1849.0,98.51,1707.4384
2013-12-11,1790.0,97.44,1721.8395
2013-12-12,1821.0,97.5,1735.2302
2013-12-13,1816.0,96.6,1755.3405
2013-12-16,1771.0,97.48,1776.5436
2013-12-17,1718.0,97.22,1793.4197
2013-12-18,1705.0,97.8,1793.3834
2013-12-19,1690.0,98.77,1774.6953
2013-12-20,1704.0,99.32,1751.6342
2013-12-23,1700.0,98.91,1730.431
2013-12-24,1694.0,99.22,1720.4097
2013-12-26,1693.0,99.55,1713.5625
2013-12-27,1710.0,100.32,1710.3352
2013-12-30,1696.0,99.29,1709.6699
2013-12-31,1685.0,98.42,1710.6411
2014-01-01,1679.0,98.7,1710.7455
2014-01-02,1625.0,95.44,1710.17
2014-01-03,1660.0,93.96,1704.9576
2014-01-06,1707.0,93.43,1696.7717
2014-01-07,1728.0,93.67,1690.2758
2014-01-08,1725.0,92.33,1690.6566
2014-01-09,1743.0,91.66,1697.213
2014-01-10,1757.0,92.72,1707.0841
2014-01-13,1751.0,91.8,1716.982
2014-01-14,1744.0,92.59,1724.8617
2014-01-15,1720.0,94.17,1730.4598
2014-01-16,1749.0,93.96,1733.1664
2014-01-17,1725.0,94.37,1730.3376
2014-01-20,1715.0,93.93,1726.5471
2014-01-21,1717.0,94.99,1722.5469
2014-01-22,1696.0,96.73,1719.1969
2014-01-23,1720.0,97.32,1717.678
2014-01-24,1725.0,96.64,1716.5538
2014-01-27,1736.0,95.72,1716.075
2014-01-28,1738.0,97.41,1717.1299
2014-01-29,1761.0,97.36,1719.5527
2014-01-30,1819.0,98.23,1723.194
2014-01-31,1819.0,97.49,1729.3473
2014-02-03,1867.0,96.43,1744.7195
2014-02-04,1809.0,97.19,1768.2917
2014-02-05,1857.0,97.38,1802.0095
2014-02-06,1860.0,97.84,1830.3866
2014-02-07,1776.0,99.88,1849.7627
2014-02-10,1796.0,100.06,1851.1565
2014-02-11,1813.0,99.94,1838.2179
2014-02-12,1822.0,100.37,1818.932
2014-02-13,1824.0,100.35,1803.1086
2014-02-14,1810.0,100.3,1795.204
2014-02-17,1825.0,100.58,1794.9019
2014-02-18,1881.0,102.43,1800.1069
2014-02-19,1982.0,103.31,1814.4176
2014-02-20,1975.0,102.92,1846.4365
2014-02-21,1981.0,102.2,1889.2102
2014-02-24,2024.0,102.82,1925.5526
2014-02-25,2038.0,101.83,1957.0773
2014-02-26,2021.0,102.59,1980.2206
2014-02-27,2099.0,102.4,1995.6755
2014-02-28,2118.0,102.59,2007.7008
2014-03-03,2155.0,104.92,2017.1102
2014-03-04,2111.0,103.33,2027.7992
