Date,price_coffee,price_oil
2018-09-17,1479.0,68.91
2018-09-18,1492.0,69.85
2018-09-19,1487.0,71.12
2018-09-20,1508.0,70.8
2018-09-21,1489.0,70.78
2018-09-24,1513.0,72.08
2018-09-25,1504.0,72.28
2018-09-26,1508.0,71.57
2018-09-27,1512.0,72.12
2018-09-28,1541.0,73.25
2018-10-01,1552.0,75.3
2018-10-02,1591.0,75.23
2018-10-03,1586.0,76.41
2018-10-04,1615.0,74.33
2018-10-05,1662.0,74.34
2018-10-08,1700.0,74.29
2018-10-09,1704.0,74.96
2018-10-10,1698.0,73.17
2018-10-11,1699.0,70.97
2018-10-12,1725.0,71.34
2018-10-15,1752.0,71.78
2018-10-16,1755.0,71.92
2018-10-17,1776.0,69.75
2018-10-18,1775.0,68.65
2018-10-19,1739.0,69.12
2018-10-22,1721.0,69.17
2018-10-23,1719.0,66.43
2018-10-24,1717.0,66.82
2018-10-25,1707.0,67.33
2018-10-26,1730.0,67.59
2018-10-29,1687.0,67.04
2018-10-30,1676.0,66.18
2018-10-31,1675.0,65.31
2018-11-01,1712.0,63.69
2018-11-02,1729.0,63.14
2018-11-05,1688.0,63.1
2018-11-06,1669.0,62.21
2018-11-07,1687.0,61.67
2018-11-08,1684.0,60.67
2018-11-09,1685.0,60.19
2018-11-12,1654.0,59.93
2018-11-13,1656.0,55.69
2018-11-14,1663.0,56.25
2018-11-15,1667.0,56.46
2018-11-16,1646.0,56.46
2018-11-19,1632.0,56.76
2018-11-20,1625.0,53.43
2018-11-21,1615.0,54.63
2018-11-22,1610.0,54.02
2018-11-23,1611.0,50.42
2018-11-26,1637.0,51.63
2018-11-27,1647.0,51.56
2018-11-28,1630.0,50.29
2018-11-29,1625.0,51.45
2018-11-30,1599.0,50.93
2018-12-03,1590.0,52.95
2018-12-04,1581.0,53.25
2018-12-05,1580.0,52.89
2018-12-06,1563.0,51.49
2018-12-07,1554.0,52.61
2018-12-10,1548.0,51.0
2018-12-11,1527.0,51.65
2018-12-12,1522.0,51.15
2018-12-13,1504.0,52.58
2018-12-14,1470.0,51.2
2018-12-17,1478.0,49.88
2018-12-18,1487.0,46.24
2018-12-19,1507.0,47.2
2018-12-20,1524.0,45.88
2018-12-21,1491.0,45.59
2018-12-24,1515.0,42.53
2018-12-26,1515.0,46.22
2018-12-27,1508.0,44.61
2018-12-28,1528.0,45.33
2018-12-31,1525.0,45.41
2019-01-02,1530.0,46.54
2019-01-03,1556.0,47.09
2019-01-04,1545.0,47.96
2019-01-07,1542.0,48.52
2019-01-08,1556.0,49.78
2019-01-09,1535.0,52.36
2019-01-10,1536.0,52.59
2019-01-11,1543.0,51.59
2019-01-14,1528.0,50.51
2019-01-15,1527.0,52.11
2019-01-16,1539.0,52.31
2019-01-17,1535.0,52.07
2019-01-18,1544.0,53.8
2019-01-21,1538.0,54.24
2019-01-22,1516.0,52.57
2019-01-23,1523.0,52.62
2019-01-24,1548.0,53.13
2019-01-25,1534.0,53.69
2019-01-28,1533.0,51.99
2019-01-29,1558.0,53.31
2019-01-30,1548.0,54.23
2019-01-31,1572.0,53.79
2019-02-01,1571.0,55.26
2019-02-04,1578.0,54.56
2019-02-05,1557.0,53.66
2019-02-06,1573.0,54.01
2019-02-07,1566.0,52.64
2019-02-08,1550.0,52.72
2019-02-11,1528.0,52.41
2019-02-12,1535.0,53.1
2019-02-13,1534.0,53.9
2019-02-14,1537.0,54.41
2019-02-15,1555.0,55.59
2019-02-18,1555.0,56.27
2019-02-19,1538.0,56.09
2019-02-20,1544.0,56.92
2019-02-21,1533.0,56.96
2019-02-22,1539.0,57.26
2019-02-25,1550.0,55.48
2019-02-26,1538.0,55.5
2019-02-27,1548.0,56.94
2019-02-28,1537.0,57.22
2019-03-01,1534.0,55.8
2019-03-04,1521.0,56.59
2019-03-05,1527.0,56.56
2019-03-06,1532.0,56.22
2019-03-07,1505.0,56.66
2019-03-08,1530.0,56.07
2019-03-11,1532.0,56.79
2019-03-12,1525.0,56.87
2019-03-13,1518.0,58.26
2019-03-14,1490.0,58.61
2019-03-15,1485.0,58.52
2019-03-18,1485.0,59.09
2019-03-19,1508.0,59.03
2019-03-20,1495.0,59.83
2019-03-21,1503.0,59.98
2019-03-22,1494.0,59.04
2019-03-25,1499.0,58.82
2019-03-26,1512.0,59.94
2019-03-27,1503.0,59.41
2019-03-28,1492.0,59.3
2019-03-29,1471.0,60.14
2019-04-01,1437.0,61.59
2019-04-02,1429.0,62.58
2019-04-03,1472.0,62.46
2019-04-04,1465.0,62.1
2019-04-05,1437.0,63.08
2019-04-08,1442.0,64.4
2019-04-09,1442.0,63.98
2019-04-10,1452.0,64.61
2019-04-11,1421.0,63.58
2019-04-12,1418.0,63.89
2019-04-15,1438.0,63.4
2019-04-16,1431.0,64.05
2019-04-17,1412.0,63.76
2019-04-18,1416.0,64.0
2019-04-23,1399.0,66.3
2019-04-24,1391.0,65.89
2019-04-25,1390.0,65.21
2019-04-26,1410.0,63.3
2019-04-29,1403.0,63.5
2019-04-30,1407.0,63.91
2019-05-01,1376.0,63.6
2019-05-02,1364.0,61.81
2019-05-03,1345.0,61.94
2019-05-07,1295.0,61.4
2019-05-08,1290.0,62.12
2019-05-09,1345.0,61.7
2019-05-10,1364.0,61.66
2019-05-13,1346.0,61.04
2019-05-14,1392.0,61.78
2019-05-15,1375.0,62.02
2019-05-16,1335.0,62.87
2019-05-17,1301.0,62.76
2019-05-20,1334.0,63.1
2019-05-21,1364.0,62.99
2019-05-22,1361.0,61.42
2019-05-23,1369.0,57.91
2019-05-24,1368.0,58.63
2019-05-28,1392.0,59.14
2019-05-29,1430.0,58.81
2019-05-30,1474.0,56.59
2019-05-31,1498.0,53.5
2019-06-03,1500.0,53.25
2019-06-04,1504.0,53.48
2019-06-05,1437.0,51.68
2019-06-06,1455.0,52.59
2019-06-07,1455.0,53.99
2019-06-10,1441.0,53.26
2019-06-11,1415.0,53.27
2019-06-12,1429.0,51.14
2019-06-13,1414.0,52.28
2019-06-14,1392.0,52.51
2019-06-17,1386.0,51.93
2019-06-18,1372.0,53.9
2019-06-19,1372.0,53.76
2019-06-20,1419.0,56.65
2019-06-21,1414.0,57.43
2019-06-24,1422.0,57.9
2019-06-25,1455.0,57.83
2019-06-26,1434.0,59.38
2019-06-27,1430.0,59.43
2019-06-28,1451.0,58.47
2019-07-01,1474.0,59.09
2019-07-02,1444.0,56.25
2019-07-03,1455.0,57.34
2019-07-04,1474.0,56.8
2019-07-05,1444.0,57.51
2019-07-08,1426.0,57.66
2019-07-09,1436.0,57.83
2019-07-10,1430.0,60.43
2019-07-11,1427.0,60.2
2019-07-12,1424.0,60.21
2019-07-15,1434.0,59.58
2019-07-16,1401.0,57.62
2019-07-17,1423.0,56.78
2019-07-18,1427.0,55.3
2019-07-19,1419.0,55.63
2019-07-22,1393.0,56.22
2019-07-23,1369.0,56.77
2019-07-24,1360.0,55.88
2019-07-25,1358.0,56.02
2019-07-26,1373.0,56.2
2019-07-29,1397.0,56.87
2019-07-30,1382.0,58.05
2019-07-31,1367.0,58.58
2019-08-01,1335.0,53.95
2019-08-02,1337.0,55.66
2019-08-05,1323.0,54.69
2019-08-06,1334.0,53.63
2019-08-07,1328.0,51.09
2019-08-08,1338.0,52.54
2019-08-09,1321.0,54.5
2019-08-12,1296.0,54.93
2019-08-13,1332.0,57.1
2019-08-14,1338.0,55.23
2019-08-15,1354.0,54.47
2019-08-16,1333.0,54.87
2019-08-19,1319.0,56.21
2019-08-20,1324.0,56.34
2019-08-21,1328.0,55.68
2019-08-22,1327.0,55.35
2019-08-23,1314.0,54.17
2019-08-27,1339.0,54.93
2019-08-28,1351.0,55.78
2019-08-29,1325.0,56.71
2019-08-30,1334.0,55.1
2019-09-02,1329.0,54.66
2019-09-03,1304.0,53.94
2019-09-04,1310.0,56.26
2019-09-05,1272.0,56.3
2019-09-06,1295.0,56.52
2019-09-09,1304.0,57.85
2019-09-10,1327.0,57.4
2019-09-11,1338.0,55.75
2019-09-12,1331.0,55.09
2019-09-13,1318.0,54.85
2019-09-16,1328.0,62.9
2019-09-17,1313.0,59.34
2019-09-18,1319.0,58.11
2019-09-19,1300.0,58.13
2019-09-20,1304.0,58.09
2019-09-23,1316.0,58.64
2019-09-24,1317.0,57.29
2019-09-25,1331.0,56.49
2019-09-26,1332.0,56.41
2019-09-27,1341.0,55.91
2019-09-30,1340.0,54.07
2019-10-01,1330.0,53.62
2019-10-02,1322.0,52.64
2019-10-03,1331.0,52.45
2019-10-04,1312.0,52.81
2019-10-07,1276.0,52.75
2019-10-08,1282.0,52.63
2019-10-09,1280.0,52.59
2019-10-10,1277.0,53.55
2019-10-11,1263.0,54.7
2019-10-14,1276.0,53.59
2019-10-15,1264.0,52.81
2019-10-16,1240.0,53.36
2019-10-17,1227.0,53.93
2019-10-18,1251.0,53.78
2019-10-21,1244.0,53.31
2019-10-22,1248.0,54.16
2019-10-23,1241.0,55.97
2019-10-24,1237.0,56.23
2019-10-25,1250.0,56.66
2019-10-28,1277.0,55.81
2019-10-29,1276.0,55.54
2019-10-30,1291.0,55.06
2019-10-31,1322.0,54.18
2019-11-01,1322.0,56.2
2019-11-04,1306.0,56.54
2019-11-05,1339.0,57.23
2019-11-06,1352.0,56.35
2019-11-07,1378.0,57.15
2019-11-08,1384.0,57.24
2019-11-11,1375.0,56.86
2019-11-12,1371.0,56.8
2019-11-13,1411.0,57.12
2019-11-14,1421.0,56.77
2019-11-15,1398.0,57.72
2019-11-18,1372.0,57.05
2019-11-19,1340.0,55.21
2019-11-20,1386.0,57.11
2019-11-21,1402.0,58.58
2019-11-22,1402.0,57.77
2019-11-25,1418.0,58.01
2019-11-26,1391.0,58.41
2019-11-27,1402.0,58.11
2019-11-28,1398.0,58.08
2019-11-29,1406.0,55.17
2019-12-02,1410.0,55.96
2019-12-03,1412.0,56.1
2019-12-04,1370.0,58.43
2019-12-05,1401.0,58.43
2019-12-06,1412.0,59.2
2019-12-09,1401.0,59.02
2019-12-10,1453.0,59.24
2019-12-11,1427.0,58.76
2019-12-12,1447.0,59.18
2019-12-13,1417.0,60.07
2019-12-16,1450.0,60.21
2019-12-17,1416.0,60.94
2019-12-18,1409.0,60.93
2019-12-19,1367.0,61.22
2019-12-20,1374.0,60.44
2019-12-23,1335.0,60.52
2019-12-24,1350.0,61.11
2019-12-27,1387.0,61.72
2019-12-30,1375.0,61.68
2019-12-31,1382.0,61.06
2020-01-02,1380.0,61.18
2020-01-03,1372.0,63.05
2020-01-06,1352.0,63.27
2020-01-07,1364.0,62.7
2020-01-08,1354.0,59.61
2020-01-09,1338.0,59.56
2020-01-10,1345.0,59.04
2020-01-13,1312.0,58.08
2020-01-14,1320.0,58.23
2020-01-15,1327.0,57.81
2020-01-16,1314.0,58.52
2020-01-17,1319.0,58.54
2020-01-20,1305.0,58.73
2020-01-21,1335.0,58.34
2020-01-22,1337.0,56.74
2020-01-23,1367.0,55.59
2020-01-24,1319.0,54.19
2020-01-27,1328.0,53.14
2020-01-28,1337.0,53.48
2020-01-29,1317.0,53.33
2020-01-30,1315.0,52.14
2020-01-31,1342.0,51.56
2020-02-03,1302.0,50.11
2020-02-04,1290.0,49.61
2020-02-05,1284.0,50.75
2020-02-06,1297.0,50.95
2020-02-07,1290.0,50.32
2020-02-10,1285.0,49.57
2020-02-11,1299.0,49.94
2020-02-12,1287.0,51.17
2020-02-13,1301.0,51.42
2020-02-14,1314.0,52.05
2020-02-17,1314.0,52.2
2020-02-18,1293.0,52.05
2020-02-19,1290.0,53.29
2020-02-20,1279.0,53.78
2020-02-21,1296.0,53.38
2020-02-24,1273.0,51.43
2020-02-25,1282.0,49.9
2020-02-26,1295.0,48.73
2020-02-27,1289.0,47.09
2020-02-28,1283.0,44.76
2020-03-02,1291.0,46.75
2020-03-03,1331.0,47.18
2020-03-04,1307.0,46.78
2020-03-05,1274.0,45.9
2020-03-06,1245.0,41.28
2020-03-09,1247.0,31.13
2020-03-10,1279.0,34.36
2020-03-11,1271.0,32.98
2020-03-12,1249.0,31.5
2020-03-13,1241.0,31.73
2020-03-16,1221.0,28.7
2020-03-17,1212.0,26.95
2020-03-18,1227.0,20.37
2020-03-19,1216.0,25.22
2020-03-20,1244.0,22.43
2020-03-23,1244.0,23.36
2020-03-24,1257.0,24.01
2020-03-25,1259.0,24.49
2020-03-26,1278.0,22.6
2020-03-27,1244.0,21.51
2020-03-30,1237.0,20.09
2020-03-31,1222.0,20.48
2020-04-01,1204.0,20.31
2020-04-02,1234.0,25.32
2020-04-03,1220.0,28.34
2020-04-06,1221.0,26.08
2020-04-07,1233.0,23.63
2020-04-08,1230.0,25.09
2020-04-09,1219.0,22.76
2020-04-14,1192.0,20.11
2020-04-15,1206.0,19.87
2020-04-16,1205.0,19.87
2020-04-17,1188.0,18.27
2020-04-20,1177.0,-37.63
2020-04-21,1139.0,10.01
2020-04-22,1121.0,13.78
2020-04-23,1150.0,16.5
2020-04-24,1144.0,16.94
2020-04-27,1150.0,12.78
2020-04-28,1180.0,12.34
2020-04-29,1186.0,15.06
2020-04-30,1194.0,18.84
2020-05-01,1205.0,19.78
2020-05-04,1197.0,20.39
2020-05-05,1200.0,24.56
2020-05-06,1201.0,23.99
2020-05-07,1186.0,23.55
2020-05-11,1198.0,24.14
2020-05-12,1180.0,25.78
2020-05-13,1147.0,25.29
2020-05-14,1168.0,27.56
2020-05-15,1178.0,29.43
2020-05-18,1182.0,31.82
2020-05-19,1184.0,32.5
2020-05-20,1186.0,33.49
2020-05-21,1189.0,33.92
2020-05-22,1207.0,33.25
2020-05-26,1242.0,34.35
2020-05-27,1232.0,32.81
2020-05-28,1199.0,33.71
2020-05-29,1189.0,35.49
2020-06-01,1178.0,35.44
2020-06-02,1198.0,36.81
2020-06-03,1218.0,37.29
2020-06-04,1210.0,37.41
2020-06-05,1245.0,39.55
2020-06-08,1263.0,38.19
2020-06-09,1247.0,38.94
2020-06-10,1253.0,39.6
2020-06-11,1227.0,36.34
2020-06-12,1212.0,36.26
2020-06-15,1194.0,37.12
2020-06-16,1177.0,38.38
2020-06-17,1182.0,37.96
2020-06-18,1164.0,38.84
2020-06-19,1175.0,39.75
2020-06-22,1188.0,40.46
2020-06-23,1185.0,40.37
2020-06-24,1176.0,38.01
2020-06-25,1154.0,38.72
2020-06-26,1153.0,38.49
2020-06-29,1178.0,39.7
2020-06-30,1187.0,39.27
2020-07-01,1204.0,39.82
2020-07-02,1202.0,40.65
2020-07-03,1199.0,40.28
2020-07-06,1175.0,40.63
2020-07-07,1191.0,40.62
2020-07-08,1192.0,40.9
2020-07-09,1197.0,39.62
2020-07-10,1197.0,40.55
2020-07-13,1224.0,40.1
2020-07-14,1215.0,40.29
2020-07-15,1226.0,41.2
2020-07-16,1243.0,40.75
2020-07-17,1293.0,40.59
2020-07-20,1278.0,40.81
2020-07-21,1317.0,41.96
2020-07-22,1357.0,41.9
2020-07-23,1350.0,41.07
2020-07-24,1358.0,41.29
2020-07-27,1346.0,41.6
2020-07-28,1350.0,41.04
2020-07-29,1358.0,41.27
2020-07-30,1356.0,39.92
2020-07-31,1361.0,40.27
2020-08-03,1350.0,41.01
2020-08-04,1386.0,41.7
2020-08-05,1362.0,42.19
2020-08-06,1353.0,41.95
2020-08-07,1363.0,41.22
2020-08-10,1357.0,41.94
2020-08-11,1337.0,41.61
2020-08-12,1342.0,42.67
2020-08-13,1382.0,42.24
2020-08-14,1384.0,42.01
2020-08-17,1378.0,42.89
2020-08-18,1396.0,42.89
2020-08-19,1384.0,42.93
2020-08-20,1385.0,42.58
2020-08-21,1406.0,42.34
2020-08-24,1404.0,42.62
2020-08-25,1421.0,43.35
2020-08-26,1427.0,43.39
2020-08-27,1405.0,43.04
2020-08-28,1429.0,42.97
2020-09-01,1463.0,42.76
2020-09-02,1440.0,41.51
2020-09-03,1436.0,41.37
2020-09-04,1444.0,39.77
2020-09-07,1427.0,39.2
2020-09-08,1411.0,36.76
2020-09-09,1416.0,38.05
2020-09-10,1423.0,37.3
2020-09-11,1433.0,37.33
2020-09-14,1387.0,37.26
2020-09-15,1391.0,38.28
2020-09-16,1392.0,40.16
2020-09-17,1387.0,40.97
2020-09-18,1356.0,41.11
2020-09-21,1347.0,39.31
2020-09-22,1341.0,39.6
2020-09-23,1349.0,39.93
2020-09-24,1352.0,40.31
2020-09-25,1376.0,40.25
2020-09-28,1346.0,40.6
2020-09-29,1330.0,39.29
2020-09-30,1331.0,40.22
2020-10-01,1315.0,38.72
2020-10-02,1311.0,37.05
2020-10-05,1293.0,39.22
2020-10-06,1279.0,40.67
2020-10-07,1266.0,39.95
2020-10-08,1271.0,41.19
2020-10-09,1280.0,40.6
2020-10-12,1255.0,39.43
2020-10-13,1250.0,40.2
2020-10-14,1276.0,41.04
2020-10-15,1286.0,40.96
2020-10-16,1297.0,40.88
2020-10-19,1305.0,40.83
2020-10-20,1289.0,41.46
2020-10-21,1279.0,40.03
2020-10-22,1307.0,40.64
2020-10-23,1305.0,39.85
2020-10-26,1313.0,38.56
2020-10-27,1351.0,39.57
2020-10-28,1347.0,37.39
2020-10-29,1337.0,36.17
2020-10-30,1351.0,35.79
2020-11-02,1342.0,36.81
2020-11-03,1327.0,37.66
2020-11-04,1313.0,39.15
2020-11-05,1339.0,38.79
2020-11-06,1350.0,37.14
2020-11-09,1347.0,40.29
2020-11-10,1366.0,41.36
2020-11-11,1393.0,41.45
2020-11-12,1413.0,41.12
2020-11-13,1410.0,40.13
2020-11-16,1440.0,41.34
2020-11-17,1416.0,41.43
2020-11-18,1402.0,41.82
2020-11-19,1391.0,41.74
2020-11-20,1386.0,42.15
2020-11-23,1378.0,43.06
2020-11-24,1353.0,44.91
2020-11-25,1376.0,45.71
2020-11-26,1411.0,44.98
2020-11-27,1413.0,45.53
2020-11-30,1405.0,45.34
2020-12-01,1388.0,44.55
2020-12-02,1364.0,45.28
2020-12-03,1371.0,45.64
2020-12-04,1355.0,46.26
2020-12-07,1350.0,45.76
2020-12-08,1345.0,45.6
2020-12-09,1334.0,45.52
2020-12-10,1351.0,46.78
2020-12-11,1357.0,46.57
2020-12-14,1376.0,46.99
2020-12-15,1372.0,47.62
2020-12-16,1378.0,47.82
2020-12-17,1387.0,48.36
2020-12-18,1380.0,49.1
2020-12-21,1383.0,47.74
2020-12-22,1379.0,47.02
2020-12-23,1378.0,48.12
2020-12-24,1383.0,48.23
2020-12-29,1383.0,48.0
2020-12-30,1376.0,48.4
2020-12-31,1386.0,48.52
2021-01-04,1372.0,47.62
2021-01-05,1365.0,49.93
2021-01-06,1356.0,50.63
2021-01-07,1336.0,50.83
2021-01-08,1318.0,52.24
2021-01-11,1315.0,52.25
2021-01-12,1302.0,53.21
2021-01-13,1332.0,52.91
2021-01-14,1332.0,53.57
2021-01-15,1353.0,52.36
2021-01-18,1343.0,52.36
2021-01-19,1348.0,52.98
2021-01-20,1340.0,53.24
2021-01-21,1323.0,53.13
2021-01-22,1310.0,52.27
2021-01-25,1309.0,52.77
2021-01-26,1325.0,52.61
2021-01-27,1326.0,52.85
2021-01-28,1313.0,52.34
2021-01-29,1319.0,52.2
2021-02-01,1336.0,53.55
2021-02-02,1318.0,54.76
2021-02-03,1343.0,55.69
2021-02-04,1359.0,56.23
2021-02-05,1359.0,56.85
2021-02-08,1356.0,57.97
2021-02-09,1365.0,58.36
2021-02-10,1374.0,58.68
2021-02-11,1362.0,58.24
2021-02-12,1367.0,59.47
2021-02-15,1356.0,60.09
2021-02-16,1363.0,60.05
2021-02-17,1372.0,61.14
2021-02-18,1380.0,60.52
2021-02-19,1369.0,59.24
2021-02-22,1416.0,61.49
2021-02-23,1460.0,61.67
2021-02-24,1463.0,63.22
2021-02-25,1476.0,63.53
2021-02-26,1473.0,61.5
2021-03-01,1465.0,60.64
2021-03-02,1450.0,59.75
2021-03-03,1426.0,61.28
2021-03-04,1406.0,63.83
2021-03-05,1381.0,66.09
2021-03-08,1361.0,65.05
2021-03-09,1400.0,64.01
2021-03-10,1410.0,64.44
2021-03-11,1419.0,66.02
2021-03-12,1403.0,65.61
2021-03-15,1388.0,65.39
2021-03-16,1406.0,64.8
2021-03-17,1412.0,64.6
2021-03-18,1386.0,60.0
2021-03-19,1380.0,61.42
2021-03-22,1398.0,61.55
2021-03-23,1377.0,57.76
2021-03-24,1366.0,61.18
2021-03-25,1365.0,58.56
2021-03-26,1416.0,60.97
2021-03-29,1397.0,61.56
2021-03-30,1373.0,60.55
2021-03-31,1366.0,59.16
2021-04-01,1350.0,61.45
2021-04-06,1357.0,59.33
2021-04-07,1349.0,59.77
2021-04-08,1369.0,59.6
2021-04-09,1363.0,59.32
2021-04-12,1365.0,59.7
2021-04-13,1369.0,60.18
2021-04-14,1391.0,63.15
2021-04-15,1389.0,63.46
2021-04-16,1380.0,63.13
2021-04-19,1385.0,63.38
2021-04-20,1398.0,62.44
2021-04-21,1410.0,61.35
2021-04-22,1408.0,61.43
2021-04-23,1416.0,62.14
2021-04-26,1440.0,61.91
2021-04-27,1461.0,62.94
2021-04-28,1468.0,63.86
2021-04-29,1452.0,65.01
2021-04-30,1456.0,63.58
2021-05-04,1474.0,65.69
2021-05-05,1538.0,65.63
2021-05-06,1547.0,64.71
2021-05-07,1539.0,64.9
2021-05-10,1518.0,64.92
2021-05-11,1532.0,65.28
2021-05-12,1514.0,66.08
2021-05-13,1495.0,63.82
2021-05-14,1460.0,65.37
2021-05-17,1459.0,66.27
2021-05-18,1515.0,65.49
2021-05-19,1502.0,63.36
2021-05-20,1490.0,62.05
2021-05-21,1478.0,63.58
2021-05-24,1478.0,66.05
2021-05-25,1512.0,66.07
2021-05-26,1526.0,66.21
2021-05-27,1538.0,66.85
2021-05-28,1605.0,66.32
2021-06-01,1615.0,67.72
2021-06-02,1627.0,68.83
2021-06-03,1616.0,68.81
2021-06-04,1638.0,69.62
2021-06-07,1651.0,69.23
2021-06-08,1621.0,70.05
2021-06-09,1608.0,69.96
2021-06-10,1611.0,70.29
2021-06-11,1619.0,70.91
2021-06-14,1596.0,70.88
2021-06-15,1600.0,72.12
2021-06-16,1629.0,72.15
2021-06-17,1598.0,71.04
2021-06-18,1616.0,71.64
2021-06-21,1617.0,73.66
2021-06-22,1597.0,73.06
2021-06-23,1623.0,73.08
2021-06-24,1650.0,73.3
2021-06-25,1679.0,74.05
2021-06-28,1711.0,72.91
2021-06-29,1675.0,72.98
2021-06-30,1705.0,73.47
2021-07-01,1701.0,75.23
2021-07-02,1707.0,75.16
2021-07-05,1687.0,76.25
2021-07-06,1679.0,73.37
2021-07-07,1702.0,72.2
2021-07-08,1707.0,72.94
2021-07-09,1744.0,74.56
2021-07-12,1744.0,74.1
2021-07-13,1717.0,75.25
2021-07-14,1762.0,73.13
2021-07-15,1756.0,71.65
2021-07-16,1767.0,71.81
2021-07-19,1732.0,66.42
2021-07-20,1761.0,67.42
2021-07-21,1779.0,70.3
2021-07-22,1889.0,71.91
2021-07-23,1899.0,72.07
2021-07-26,1964.0,71.91
2021-07-27,1940.0,71.65
2021-07-28,1943.0,72.39
2021-07-29,1900.0,73.62
2021-07-30,1801.0,73.95
2021-08-02,1766.0,71.26
2021-08-03,1787.0,70.56
2021-08-04,1787.0,68.15
2021-08-05,1782.0,69.09
2021-08-06,1754.0,68.28
2021-08-09,1797.0,66.48
2021-08-10,1863.0,68.29
2021-08-11,1864.0,69.25
2021-08-12,1854.0,69.09
2021-08-13,1836.0,68.44
2021-08-16,1853.0,67.29
2021-08-17,1845.0,66.59
2021-08-18,1877.0,65.46
2021-08-19,1863.0,63.69
2021-08-20,1882.0,62.32
2021-08-23,1912.0,65.64
2021-08-24,1971.0,67.54
2021-08-25,1973.0,68.36
2021-08-26,1994.0,67.42
2021-08-27,2018.0,68.74
2021-08-31,2026.0,68.5
2021-09-01,2066.0,68.59
2021-09-02,2056.0,69.99
2021-09-03,2059.0,69.29
2021-09-06,2082.0,68.8
2021-09-07,2102.0,68.35
2021-09-08,2078.0,69.3
2021-09-09,2050.0,68.14
2021-09-10,2048.0,69.72
2021-09-13,2057.0,70.45
2021-09-14,2063.0,70.46
2021-09-15,2082.0,72.61
2021-09-16,2107.0,72.61
2021-09-17,2151.0,71.97
2021-09-20,2152.0,70.29
2021-09-21,2160.0,70.56
2021-09-22,2142.0,72.23
2021-09-23,2146.0,73.3
2021-09-24,2148.0,73.98
2021-09-27,2115.0,75.45
2021-09-28,2145.0,75.29
2021-09-29,2110.0,74.83
2021-09-30,2119.0,75.03
2021-10-01,2161.0,75.88
2021-10-04,2140.0,77.62
2021-10-05,2109.0,78.93
2021-10-06,2116.0,77.43
2021-10-07,2116.0,78.3
2021-10-08,2116.0,79.35
2021-10-11,2104.0,80.52
2021-10-12,2151.0,80.64
2021-10-13,2143.0,80.44
2021-10-14,2145.0,81.31
2021-10-15,2121.0,82.28
2021-10-18,2115.0,82.44
2021-10-19,2120.0,82.96
2021-10-20,2131.0,83.87
2021-10-21,2135.0,82.5
2021-10-22,2141.0,83.76
2021-10-25,2195.0,83.76
2021-10-26,2270.0,84.65
2021-10-27,2197.0,82.66
2021-10-28,2177.0,82.81
2021-10-29,2214.0,83.57
2021-11-01,2269.0,84.05
2021-11-02,2234.0,83.91
2021-11-03,2232.0,80.86
2021-11-04,2204.0,78.81
2021-11-05,2181.0,81.27
2021-11-08,2166.0,81.93
2021-11-09,2226.0,84.15
2021-11-10,2215.0,81.34
2021-11-11,2292.0,81.59
2021-11-12,2277.0,80.79
2021-11-15,2264.0,80.88
2021-11-16,2237.0,80.76
2021-11-17,2256.0,78.36
2021-11-18,2212.0,79.01
2021-11-19,2245.0,76.1
2021-11-22,2251.0,76.75
2021-11-23,2297.0,78.5
2021-11-24,2281.0,78.39
2021-11-25,2228.0,77.41
2021-11-26,2237.0,68.15
2021-11-29,2197.0,69.95
2021-11-30,2200.0,66.18
2021-12-01,2253.0,65.57
2021-12-02,2265.0,66.5
2021-12-03,2298.0,66.26
2021-12-06,2315.0,69.49
2021-12-07,2273.0,72.05
2021-12-08,2295.0,72.36
2021-12-09,2306.0,70.94
2021-12-10,2291.0,71.67
2021-12-13,2287.0,71.29
2021-12-14,2297.0,70.73
2021-12-15,2303.0,70.87
2021-12-16,2299.0,72.38
2021-12-17,2333.0,70.86
2021-12-20,2308.0,68.23
2021-12-21,2317.0,71.12
2021-12-22,2339.0,72.76
2021-12-23,2353.0,73.79
2021-12-28,2343.0,75.98
2021-12-29,2364.0,76.56
2021-12-30,2373.0,76.99
2021-12-31,2370.0,75.21
2022-01-04,2349.0,76.99
2022-01-05,2321.0,77.85
2022-01-06,2307.0,79.46
2022-01-07,2316.0,78.9
2022-01-10,2260.0,78.23
2022-01-11,2268.0,81.22
2022-01-12,2282.0,82.64
2022-01-13,2237.0,82.12
2022-01-14,2228.0,83.82
2022-01-17,2218.0,83.69
2022-01-18,2195.0,85.43
2022-01-19,2225.0,86.96
2022-01-20,2227.0,86.9
2022-01-21,2213.0,85.14
2022-01-24,2197.0,83.31
2022-01-25,2237.0,85.6
2022-01-26,2191.0,87.35
2022-01-27,2174.0,86.61
2022-01-28,2184.0,86.82
2022-01-31,2172.0,88.15
2022-02-01,2176.0,88.2
2022-02-02,2198.0,88.26
2022-02-03,2220.0,90.27
2022-02-04,2213.0,92.31
2022-02-07,2218.0,91.32
2022-02-08,2234.0,89.36
2022-02-09,2259.0,89.66
2022-02-10,2263.0,89.88
2022-02-11,2270.0,93.1
2022-02-14,2243.0,95.46
2022-02-15,2265.0,92.07
2022-02-16,2274.0,93.66
2022-02-17,2274.0,91.76
2022-02-18,2255.0,91.07
2022-02-21,2234.0,92.65
2022-02-22,2260.0,92.35
2022-02-23,2234.0,92.1
2022-02-24,2179.0,92.81
2022-02-25,2178.0,91.59
