price_coffee,price_oil,prediction
1566.0,53.8,1509.6484
1556.0,53.98,1511.0934
1553.0,52.77,1512.916
1557.0,54.34,1515.5693
1540.0,52.38,1519.3016
1524.0,48.41,1523.6895
1524.0,49.66,1526.998
1533.0,48.39,1528.8539
1561.0,52.64,1528.8279
1564.0,52.51,1528.1001
1563.0,51.05,1527.9028
1560.0,49.15,1528.3851
1559.0,49.38,1529.3203
1570.0,52.24,1530.4111
1521.0,49.41,1531.5875
1514.0,49.25,1532.1658
1502.0,49.98,1531.9865
1493.0,50.33,1531.0276
1502.0,45.88,1529.2042
1494.0,46.51,1526.7839
1498.0,48.85,1524.0037
1484.0,49.62,1521.2966
1497.0,51.55,1518.6973
1454.0,50.14,1516.0016
1448.0,49.92,1513.004
1449.0,50.97,1509.4348
1424.0,51.12,1505.225
1475.0,53.2,1500.4536
1475.0,54.47,1496.2593
1495.0,53.84,1493.7487
1501.0,56.34,1492.531
1477.0,56.71,1492.9089
1484.0,58.63,1493.3639
1484.0,58.5,1493.4436
1485.0,58.85,1493.0792
1480.0,58.02,1492.9069
1481.0,58.62,1493.0883
1487.0,56.34,1492.9784
1507.0,59.03,1493.9618
1511.0,59.65,1496.1222
1505.0,62.04,1498.3108
1512.0,61.05,1500.9166
1489.0,61.67,1502.4432
1485.0,62.45,1504.0298
1508.0,63.45,1504.698
1491.0,65.08,1505.2268
1491.0,66.31,1505.7026
1559.0,68.58,1505.8281
1548.0,68.55,1506.9397
1535.0,66.12,1509.0757
1543.0,68.81,1511.9797
1548.0,68.44,1515.2793
1537.0,68.09,1518.0566
1544.0,70.01,1520.6273
1535.0,71.33,1523.2268
1533.0,72.68,1525.4025
1523.0,72.04,1526.4008
1446.0,70.62,1527.2781
1470.0,70.47,1527.376
1441.0,71.03,1525.7251
1437.0,71.37,1522.8406
1344.0,69.55,1518.5072
1349.0,66.93,1511.9938
1302.0,69.24,1504.6791
1297.0,68.67,1496.0126
1288.0,70.23,1486.4259
1270.0,69.16,1476.0118
1294.0,71.49,1464.7399
1299.0,69.89,1453.4341
1300.0,69.31,1443.1958
1319.0,66.73,1434.0573
1331.0,64.05,1426.9058
1334.0,62.93,1422.1482
1331.0,60.14,1418.1212
1339.0,60.41,1415.5879
1350.0,59.89,1414.1151
1354.0,59.69,1414.5092
1376.0,59.52,1415.1272
1399.0,61.54,1417.4575
1401.0,62.02,1420.8748
1438.0,63.56,1425.261
1499.0,63.98,1431.0493
1487.0,64.72,1438.2064
1468.0,65.4,1446.0988
1483.0,67.16,1453.2838
1449.0,68.05,1459.4626
1451.0,68.38,1464.1019
1454.0,67.23,1468.3893
1464.0,63.35,1472.4012
1468.0,66.94,1476.1658
1468.0,69.45,1479.1466
1515.0,71.58,1482.0941
1520.0,71.42,1486.3441
1499.0,71.97,1491.0175
1494.0,71.94,1495.0295
1491.0,70.93,1497.8936
1463.0,70.6,1499.015
1452.0,69.45,1500.0189
1437.0,70.16,1500.7188
1415.0,70.52,1499.953
1393.0,67.51,1497.837
1364.0,66.75,1494.4105
1360.0,69.19,1490.2693
1364.0,72.42,1484.995
1344.0,72.54,1479.3921
1335.0,73.89,1473.6407
1316.0,74.37,1466.5654
1335.0,72.05,1458.892
1399.0,71.43,1452.0369
1375.0,72.49,1447.0624
1373.0,72.74,1443.6312
1373.0,69.96,1441.6565
1374.0,68.05,1440.203
1411.0,68.05,1439.143
1405.0,67.96,1439.3849
1418.0,68.02,1440.3778
1478.0,71.1,1442.0074
1479.0,71.31,1445.6592
1463.0,71.94,1450.6957
1474.0,69.29,1456.328
1491.0,68.86,1462.0663
1488.0,70.93,1467.7745
1498.0,72.51,1472.9874
1510.0,72.47,1477.2794
1499.0,72.04,1482.414
1465.0,69.71,1487.029
1465.0,71.55,1491.4258
1466.0,68.97,1495.6154
1389.0,65.89,1498.1709
1390.0,66.02,1498.3285
1390.0,66.84,1496.1512
1375.0,66.71,1491.3661
1375.0,70.61,1485.7706
1363.0,70.82,1481.2244
1383.0,69.95,1476.1716
1376.0,70.41,1470.8562
1419.0,70.88,1465.6925
1437.0,69.57,1461.4651
1481.0,71.69,1458.63
1461.0,71.77,1458.5286
1470.0,73.27,1460.0726
1427.0,74.15,1462.4093
1445.0,75.18,1464.0911
1443.0,77.58,1466.6222
1460.0,78.53,1468.451
1461.0,79.61,1470.5868
1446.0,79.09,1473.2396
1450.0,81.37,1475.4507
1437.0,81.19,1478.462
1363.0,80.5,1481.4202
1365.0,78.68,1482.4769
1394.0,79.55,1479.9587
1393.0,77.46,1475.9113
1406.0,79.87,1471.2078
1386.0,77.0,1468.1351
1431.0,78.13,1465.5472
1414.0,79.6,1465.0131
1408.0,80.4,1464.3079
1406.0,79.62,1463.1729
1402.0,77.43,1461.8217
1370.0,79.43,1460.0773
1275.0,79.05,1457.8312
1313.0,79.28,1453.8374
1293.0,76.94,1448.9312
1285.0,76.35,1444.5146
1318.0,78.9,1440.2886
1308.0,79.14,1436.534
1334.0,79.58,1433.5293
1311.0,77.46,1431.1029
1324.0,76.72,1428.7999
1334.0,77.56,1425.7874
1314.0,76.02,1423.2185
1326.0,77.96,1420.6345
1318.0,76.05,1418.6522
1318.0,77.28,1416.8792
1347.0,78.37,1415.7075
1336.0,76.6,1417.4117
1346.0,76.46,1418.3589
1320.0,75.47,1420.2477
1377.0,73.93,1421.6324
1355.0,72.62,1423.1581
1373.0,70.67,1424.9734
1382.0,70.54,1426.7719
1366.0,69.87,1429.0786
1371.0,69.51,1430.7749
1373.0,70.69,1432.2711
1373.0,72.66,1434.0046
1348.0,72.65,1435.0065
1325.0,73.36,1435.8004
1305.0,72.47,1435.4788
1289.0,74.4,1433.4725
1295.0,76.67,1431.0865
1287.0,78.05,1428.4327
1286.0,78.77,1426.2277
1260.0,78.87,1423.2047
1277.0,79.28,1420.3356
1294.0,79.36,1417.0177
1321.0,81.51,1414.1007
1315.0,81.77,1412.5068
1339.0,83.18,1411.5432
1348.0,82.66,1411.8597
1360.0,82.75,1413.1907
1346.0,82.52,1415.5142
1357.0,80.79,1417.9626
1359.0,79.65,1420.522
1357.0,79.39,1422.7101
1336.0,78.0,1424.7471
1328.0,79.02,1425.9453
1305.0,77.62,1426.5039
1292.0,76.08,1426.3813
1325.0,74.54,1425.2682
1329.0,75.26,1424.2742
1312.0,74.71,1423.4729
1298.0,73.67,1423.127
1295.0,73.64,1422.0205
1295.0,72.89,1420.3896
1322.0,74.43,1418.239
1339.0,77.23,1416.6815
1324.0,76.98,1415.8632
1310.0,73.14,1415.7389
1295.0,71.19,1415.4242
1296.0,71.89,1414.7748
1300.0,73.75,1413.6193
1295.0,74.52,1412.6311
1300.0,75.28,1411.7698
1297.0,74.13,1410.3408
1286.0,77.01,1409.398
1277.0,77.33,1409.0203
1272.0,79.06,1408.4708
1269.0,79.81,1407.4896
1226.0,80.16,1406.147
1226.0,78.86,1402.9028
1233.0,80.0,1398.7166
1216.0,78.17,1394.897
1238.0,79.66,1391.4601
1269.0,78.7,1388.8833
1252.0,79.68,1387.8195
1254.0,80.87,1387.2853
1210.0,80.21,1387.0336
1200.0,81.5,1384.8899
1190.0,81.87,1381.6816
1219.0,81.49,1377.3369
1208.0,82.09,1373.6887
1203.0,82.11,1370.5778
1203.0,81.24,1368.3739
1201.0,79.8,1367.5986
1206.0,81.7,1367.0403
1223.0,82.93,1366.4094
1242.0,82.2,1366.3271
1226.0,80.68,1366.4427
1241.0,81.25,1366.0355
1255.0,81.91,1366.5338
1255.0,80.61,1367.5935
1310.0,80.53,1370.225
1307.0,80.0,1374.8423
1339.0,82.17,1380.2052
1324.0,82.37,1386.5266
1324.0,83.76,1392.9724
1356.0,84.87,1398.6979
1355.0,86.62,1404.257
1363.0,86.84,1409.8256
1345.0,85.88,1414.967
1338.0,85.39,1419.0083
1340.0,84.92,1421.6531
1353.0,84.34,1423.8594
1346.0,84.05,1426.2568
1348.0,85.84,1428.1088
1348.0,85.51,1429.9623
1345.0,83.24,1430.7601
1314.0,81.45,1431.6445
1298.0,83.45,1431.1906
1284.0,83.68,1429.8865
1292.0,83.7,1427.3081
1297.0,85.12,1423.9677
1289.0,84.2,1421.114
1244.0,82.44,1418.4584
1266.0,83.22,1415.3812
1282.0,85.17,1412.6432
1292.0,86.15,1410.2594
1292.0,86.19,1408.341
1341.0,82.74,1406.9755
1335.0,79.97,1407.3494
1313.0,77.11,1408.8966
1331.0,75.11,1410.1799
1337.0,76.8,1411.6521
1351.0,76.37,1412.9979
1368.0,75.65,1414.9562
1354.0,74.4,1417.5852
1328.0,71.61,1419.7051
1307.0,70.08,1421.0878
1324.0,69.41,1422.1459
1291.0,69.87,1422.172
1289.0,68.01,1421.018
1289.0,70.04,1419.4369
1282.0,70.21,1417.5883
1283.0,68.75,1415.2219
1290.0,71.51,1413.501
1301.0,74.55,1412.6478
1301.0,73.97,1411.7544
1349.0,72.58,1410.7074
1338.0,72.86,1410.7418
1346.0,74.61,1411.302
1336.0,71.51,1412.9352
1338.0,71.44,1414.673
1341.0,71.99,1416.0791
1383.0,74.38,1417.1161
1473.0,75.48,1419.7245
1560.0,73.78,1425.2571
1568.0,75.12,1435.2832
1551.0,76.94,1448.1029
1563.0,77.67,1460.194
1540.0,76.79,1470.7281
1543.0,77.18,1480.2301
1538.0,77.82,1489.5566
1532.0,77.21,1497.9271
1551.0,76.35,1506.7465
1622.0,76.51,1515.4092
1671.0,78.86,1524.0035
1680.0,78.25,1531.6975
1667.0,75.94,1542.7412
1699.0,75.63,1557.9495
1740.0,72.95,1588.7821
1729.0,72.14,1627.344
1625.0,71.98,1669.0598
1644.0,74.07,1692.5059
1671.0,75.44,1700.9268
1682.0,76.09,1698.7549
1680.0,74.95,1689.8562
1696.0,77.15,1681.5985
1709.0,77.04,1678.512
1730.0,76.62,1684.4766
1741.0,76.01,1693.6113
1720.0,76.54,1702.7734
1678.0,77.44,1710.431
1650.0,76.56,1714.6221
1669.0,79.3,1713.2505
1710.0,78.98,1706.0338
1703.0,78.98,1696.889
1691.0,77.5,1692.1053
1714.0,76.99,1691.8851
1741.0,78.36,1695.4493
1741.0,78.95,1702.1512
1778.0,81.34,1709.721
1717.0,82.55,1717.5983
1741.0,82.47,1722.9425
1740.0,82.01,1725.52
1718.0,80.7,1725.5868
1724.0,81.48,1723.4183
1708.0,80.25,1720.7582
1708.0,78.02,1717.8221
1735.0,75.74,1715.2064
1731.0,75.39,1713.0917
1730.0,75.24,1713.2826
1744.0,75.77,1715.4742
1712.0,75.42,1718.3425
1711.0,74.43,1719.542
1751.0,73.46,1719.5635
1737.0,73.1,1718.5685
1600.0,71.63,1718.681
1559.0,72.52,1715.1848
1563.0,73.36,1707.0231
1597.0,75.17,1693.0109
1597.0,74.7,1672.074
1602.0,71.92,1648.6849
1617.0,73.91,1627.3289
1611.0,75.02,1612.7136
1604.0,74.6,1604.9227
1595.0,74.09,1601.6632
1610.0,74.67,1599.9734
1574.0,74.25,1598.8157
1565.0,76.45,1597.7585
1562.0,77.19,1595.4152
1582.0,76.8,1591.5117
1620.0,76.02,1584.7837
1644.0,74.57,1577.7863
1660.0,73.66,1575.4324
1645.0,74.86,1581.1711
1660.0,73.52,1590.7158
1686.0,74.71,1607.4435
1726.0,75.18,1629.2635
1716.0,76.49,1656.028
1725.0,76.52,1678.0623
1755.0,76.18,1693.7723
1726.0,77.86,1704.4052
1726.0,79.97,1712.1412
1725.0,81.58,1716.9474
1634.0,81.47,1718.9259
1640.0,82.82,1716.7955
1627.0,83.23,1710.2396
1621.0,81.67,1699.1682
1655.0,82.66,1684.4937
1627.0,82.21,1671.9768
1653.0,81.67,1662.7092
1648.0,83.01,1658.3779
1650.0,82.69,1657.0803
1651.0,81.25,1658.9714
1652.0,83.08,1663.5333
1715.0,79.49,1666.8096
1818.0,81.77,1672.5286
1872.0,80.56,1685.4543
1804.0,81.69,1705.1641
1835.0,82.52,1725.3605
1854.0,82.55,1756.8622
1910.0,81.94,1805.8513
1882.0,82.18,1854.3274
1965.0,81.43,1878.6615
1912.0,82.95,1895.575
1923.0,83.9,1904.7906
1924.0,84.69,1911.6635
1994.0,86.49,1916.0198
1972.0,86.85,1925.6544
2036.0,87.06,1938.3501
2056.0,86.72,1953.8292
1970.0,87.81,1969.3286
1920.0,87.81,1982.7765
1885.0,84.88,1988.9784
1909.0,84.86,1976.8258
1850.0,82.34,1945.399
1852.0,80.44,1905.4072
1890.0,81.85,1865.9763
1889.0,81.51,1836.9963
1827.0,81.74,1827.1819
1832.0,81.25,1829.6877
1813.0,83.86,1832.6229
1800.0,83.76,1827.0406
1763.0,85.73,1815.9587
1763.0,84.11,1797.9938
1800.0,86.75,1776.445
1867.0,88.0,1762.9817
1864.0,89.19,1762.1615
1860.0,89.38,1776.5912
1875.0,88.69,1807.9716
1881.0,88.28,1845.006
1923.0,88.37,1873.7234
1921.0,87.79,1893.2692
1946.0,88.61,1903.312
1914.0,88.28,1912.3845
1922.0,88.62,1916.274
1936.0,87.7,1918.4556
1973.0,88.02,1919.6979
1976.0,88.81,1922.998
1990.0,89.82,1931.4955
1988.0,90.48,1943.9464
1984.0,91.51,1957.5873
1995.0,91.12,1969.5447
2065.0,89.84,1977.5955
2082.0,91.38,1983.5936
2082.0,91.55,1989.6294
2072.0,89.38,1997.8066
1995.0,90.3,2009.6333
2026.0,88.38,2017.434
2018.0,88.03,2016.4868
2050.0,89.25,2007.7556
2105.0,91.11,1998.9479
2162.0,91.86,1999.3373
2135.0,91.4,2009.1254
2121.0,91.54,2025.9694
2140.0,91.38,2045.0925
2110.0,90.86,2062.3105
2108.0,88.86,2072.4387
2140.0,89.11,2074.3127
2107.0,87.87,2069.7954
2084.0,86.19,2060.675
2093.0,87.33,2054.2722
2061.0,85.64,2050.6475
2100.0,89.34,2046.4897
2100.0,92.19,2041.7875
2231.0,90.77,2039.0776
2225.0,90.86,2044.6138
2239.0,90.54,2056.4773
2207.0,89.03,2075.2485
2215.0,87.48,2096.8274
2195.0,86.94,2114.538
2221.0,86.71,2124.138
2224.0,86.73,2125.326
2216.0,85.58,2118.7454
2239.0,84.81,2111.8745
2252.0,84.32,2110.4485
2241.0,84.99,2114.46
2257.0,86.36,2120.6125
2288.0,86.2,2127.6018
2335.0,93.57,2135.3442
2319.0,98.1,2143.6855
2285.0,97.28,2153.8076
2288.0,97.88,2162.9568
2339.0,96.97,2169.943
2337.0,99.63,2173.934
2327.0,102.23,2175.41
2335.0,101.91,2174.961
2349.0,104.42,2175.9583
2362.0,105.44,2181.1042
2420.0,105.02,2187.141
2481.0,104.38,2194.3547
2465.0,102.7,2206.3918
2380.0,101.16,2222.2483
2349.0,101.19,2235.7815
2338.0,97.18,2238.8118
2440.0,97.98,2227.5254
2525.0,101.42,2213.2166
2550.0,101.07,2207.7947
2575.0,102.33,2218.8271
2536.0,104.0,2247.0107
2505.0,105.75,2280.2239
2505.0,105.6,2301.098
2540.0,105.4,2304.165
2505.0,103.98,2295.064
2505.0,104.79,2278.9717
2525.0,104.27,2266.6946
2525.0,106.72,2265.9124
2421.0,107.94,2270.8013
2339.0,108.47,2271.8206
2498.0,108.34,2262.1985
2472.0,108.83,2250.9177
2496.0,110.3,2242.1772
2468.0,112.79,2240.3718
2427.0,109.92,2248.6987
2431.0,106.25,2260.756
2496.0,107.11,2264.3633
2466.0,108.11,2262.7917
2462.0,109.66,2257.5237
2414.0,107.12,2253.6003
2428.0,108.15,2251.5083
2454.0,111.45,2249.9373
2408.0,112.29,2245.5615
2473.0,112.21,2240.553
2510.0,112.76,2240.4934
2531.0,112.86,2244.1873
2531.0,113.93,2255.193
2598.0,111.05,2269.9482
2564.0,109.24,2286.7314
2567.0,99.8,2302.8909
2590.0,97.18,2311.4805
2594.0,102.55,2313.3308
2567.0,103.88,2311.6484
2500.0,98.21,2307.8438
2505.0,98.97,2300.114
2520.0,99.65,2290.3076
2463.0,97.37,2280.4065
2480.0,96.91,2271.9404
2520.0,100.1,2264.108
2533.0,98.44,2263.4614
2534.0,99.49,2267.4805
2527.0,97.7,2275.6123
2540.0,99.59,2283.806
2571.0,101.32,2291.977
2581.0,100.23,2298.1252
2575.0,100.59,2300.7761
2575.0,102.7,2303.0188
2562.0,100.29,2305.3176
2471.0,100.4,2307.2078
2489.0,100.22,2300.4185
2404.0,99.01,2286.3467
2433.0,99.09,2266.9019
2444.0,100.74,2249.1936
2461.0,101.93,2236.101
2462.0,99.29,2233.2808
2423.0,97.3,2236.0571
2347.0,99.37,2245.3289
2387.0,94.81,2246.4768
2380.0,94.95,2241.9219
2302.0,93.01,2229.3164
2238.0,93.26,2211.2537
2258.0,93.4,2189.5928
2214.0,95.41,2170.521
2178.0,91.02,2151.2031
2282.0,91.16,2131.4014
2341.0,90.61,2121.3406
2455.0,92.89,2123.287
2439.0,94.77,2137.2903
2453.0,95.42,2163.6794
2427.0,94.94,2198.0544
2423.0,96.89,2228.2712
2424.0,96.65,2247.5134
2423.0,98.67,2251.2732
2397.0,96.2,2239.2732
2314.0,95.15,2224.0803
2241.0,97.43,2209.234
2281.0,98.05,2190.097
2261.0,95.69,2170.6
2231.0,97.24,2153.8025
2208.0,95.93,2140.0686
2120.0,97.5,2132.6694
2073.0,98.14,2123.4854
1960.0,99.13,2106.2427
2029.0,99.87,2078.5989
2105.0,99.2,2042.276
2128.0,99.59,2013.2625
2082.0,97.4,2007.1936
2039.0,97.44,2020.8054
2039.0,95.7,2034.5767
2102.0,94.89,2044.3322
2120.0,93.79,2048.4963
2094.0,91.93,2045.6584
2045.0,86.63,2042.129
2062.0,86.88,2040.2402
2050.0,81.31,2038.297
2098.0,79.3,2033.2025
2133.0,82.89,2026.8158
2190.0,85.72,2027.444
2248.0,85.38,2035.8094
2296.0,87.88,2051.7651
2314.0,86.65,2074.6716
2350.0,87.58,2102.4739
2275.0,82.38,2131.8857
2270.0,82.26,2156.7703
2316.0,84.12,2168.6396
2377.0,85.44,2168.2737
2365.0,85.16,2166.5916
2345.0,85.3,2168.9683
2340.0,85.37,2175.8057
2325.0,88.9,2184.4795
2298.0,88.81,2190.378
2295.0,88.93,2190.3674
2241.0,86.45,2181.9753
2133.0,86.02,2166.9985
2134.0,89.34,2144.7144
2189.0,89.05,2117.8457
2128.0,87.24,2095.954
2147.0,88.19,2081.5278
2101.0,90.21,2075.7744
2050.0,88.91,2072.8452
2012.0,89.4,2068.058
2073.0,87.96,2056.5847
2095.0,85.7,2043.6046
2104.0,86.89,2029.9774
2025.0,85.92,2025.1387
1992.0,80.51,2026.8079
1917.0,79.85,2029.1068
1923.0,80.24,2016.6945
1956.0,84.45,1985.2666
1955.0,81.21,1944.1886
1964.0,82.14,1916.2001
1964.0,79.2,1913.4368
1929.0,77.61,1920.3966
1990.0,79.68,1930.6158
2025.0,82.59,1943.8938
1955.0,82.98,1959.4158
1952.0,85.41,1969.2319
1890.0,85.81,1972.567
1926.0,85.57,1959.4613
1983.0,84.23,1938.2252
1935.0,86.38,1923.0431
1886.0,88.34,1915.8557
1872.0,86.11,1911.5394
1814.0,85.3,1904.0741
1868.0,87.4,1888.672
1890.0,91.27,1869.2692
1831.0,93.17,1851.2609
1833.0,90.2,1837.9359
1864.0,93.96,1829.2394
1857.0,93.32,1829.9187
1779.0,93.19,1834.4622
1835.0,92.19,1833.8914
1819.0,92.51,1827.2004
1795.0,94.07,1818.4468
1763.0,94.26,1809.3274
1793.0,95.52,1792.61
