price_coffee,price_oil,prediction
1799.0,96.8,1779.1307
1791.0,95.74,1771.1775
1780.0,97.78,1767.5645
1802.0,98.99,1765.6544
1842.0,98.14,1767.283
1844.0,99.37,1777.2495
1822.0,102.59,1793.4254
1814.0,98.82,1811.6488
1839.0,97.41,1825.1677
1830.0,96.92,1833.1866
1837.0,98.01,1832.5696
1884.0,96.17,1828.3319
1890.0,96.77,1833.7589
1913.0,98.21,1847.2396
1944.0,99.79,1867.3043
1944.0,100.36,1893.0309
1993.0,100.2,1916.3262
1955.0,100.96,1941.9883
2010.0,101.28,1960.1249
1953.0,100.49,1971.5979
1910.0,98.34,1976.4808
1926.0,99.41,1969.9261
1885.0,97.77,1952.338
1900.0,100.14,1925.9623
1871.0,94.95,1905.313
1861.0,93.87,1883.3092
1853.0,93.53,1864.7512
1834.0,93.88,1849.1705
1847.0,97.22,1838.456
1823.0,98.67,1829.3376
1807.0,99.53,1822.8115
1783.0,99.68,1815.2085
1777.0,99.36,1803.9271
1767.0,99.65,1787.4915
1766.0,98.83,1772.8191
1800.0,102.96,1761.7272
1796.0,103.22,1756.0892
1758.0,101.81,1757.2451
1704.0,101.56,1759.766
1741.0,101.31,1755.7797
1781.0,102.24,1746.944
1816.0,100.87,1741.8298
1865.0,99.1,1743.2998
1817.0,98.7,1755.4741
1830.0,100.71,1777.1968
1834.0,100.59,1809.8265
1863.0,100.39,1835.7483
1917.0,98.46,1852.2949
1876.0,99.58,1864.8567
1876.0,98.95,1873.4581
1877.0,99.4,1878.0052
1862.0,99.7,1882.9501
1860.0,99.56,1884.0726
1838.0,98.78,1881.5333
1838.0,98.48,1872.9296
1819.0,97.61,1861.5825
1800.0,96.36,1843.9952
1837.0,97.84,1822.2582
1831.0,96.91,1809.1982
1861.0,98.41,1803.7878
1878.0,98.71,1809.3271
1950.0,99.84,1826.258
1994.0,98.67,1856.0946
2074.0,100.91,1894.9823
2110.0,100.74,1930.2238
2143.0,101.8,1965.2073
2167.0,102.31,1999.5431
2094.0,103.24,2029.7859
1973.0,105.84,2051.4348
1948.0,106.28,2056.5442
2018.0,107.83,2046.2239
2057.0,109.77,2022.4907
2017.0,108.84,1994.44
2019.0,106.7,1981.1494
1952.0,104.7,1985.4928
2028.0,106.16,1991.8053
2088.0,106.58,1997.0497
2050.0,107.4,2002.3368
1982.0,106.34,2006.1631
1965.0,106.71,2007.8749
1996.0,105.43,2007.2303
2027.0,105.11,2001.249
2033.0,107.06,1984.5183
2020.0,108.09,1980.694
2031.0,105.61,1986.9038
2021.0,107.27,1995.2096
2013.0,106.87,2000.5344
2049.0,107.33,2005.3214
2048.0,105.41,2007.1195
2031.0,102.78,2007.6552
2031.0,103.02,2006.2012
2036.0,105.23,2006.2993
2025.0,104.01,2007.8971
1991.0,101.47,2008.5183
1987.0,103.31,2005.8318
1975.0,101.02,1997.9095
1996.0,103.64,1984.2263
1998.0,102.83,1972.7029
1992.0,102.93,1968.3976
2019.0,102.67,1971.7001
2010.0,102.27,1977.8154
2033.0,103.05,1985.3615
2025.0,103.11,1992.4973
2025.0,103.55,1997.3561
1984.0,104.55,2000.7323
1964.0,104.93,2001.7737
1961.0,104.87,1996.0372
1942.0,106.16,1977.6613
1953.0,105.22,1955.476
1951.0,102.54,1938.8053
1995.0,98.49,1930.572
2019.0,97.01,1932.5687
2022.0,96.81,1948.1666
2080.0,97.08,1966.6216
2100.0,96.13,1982.9506
2116.0,94.78,2001.4668
2127.0,93.98,2018.528
2152.0,92.81,2033.2715
2163.0,92.56,2045.7009
2185.0,91.48,2057.2102
2131.0,92.57,2071.211
2165.0,91.66,2079.2698
2158.0,89.9,2083.4414
2200.0,90.66,2085.0085
2215.0,90.86,2085.3933
2237.0,90.76,2087.2126
2211.0,87.82,2094.004
2211.0,86.53,2103.2607
2158.0,83.23,2112.1802
2158.0,84.29,2116.0217
2174.0,85.02,2112.7385
2123.0,84.82,2102.906
2074.0,84.1,2087.753
2062.0,82.7,2073.3801
2062.0,83.32,2060.8386
2090.0,82.62,2046.9728
2093.0,83.91,2034.4175
2095.0,84.03,2029.6337
2066.0,83.27,2033.1663
2082.0,84.03,2036.7734
2062.0,81.8,2040.3239
2059.0,78.2,2041.5481
2016.0,79.76,2038.4619
2012.0,79.21,2030.3943
2042.0,79.36,2016.4025
2062.0,80.21,2003.8339
2054.0,77.69,1999.3578
2103.0,84.96,2001.9146
2095.0,83.75,2009.5298
2111.0,87.66,2020.6085
2065.0,87.22,2032.2957
2044.0,84.45,2040.9731
2033.0,85.99,2043.5676
2012.0,83.91,2040.5236
2020.0,85.81,2023.9651
2012.0,86.08,2004.0168
2062.0,87.1,1989.6193
2088.0,88.43,1987.7399
2082.0,89.22,1996.6685
2110.0,89.87,2007.9438
2168.0,92.66,2021.7401
2165.0,91.44,2038.3491
2150.0,88.14,2053.651
2141.0,88.5,2066.3389
2132.0,88.97,2076.7034
2192.0,89.39,2080.9753
2229.0,90.13,2083.1052
2223.0,89.78,2085.1155
2223.0,88.06,2089.2417
2212.0,88.91,2099.156
2229.0,87.13,2110.2188
2224.0,91.4,2119.108
2228.0,92.2,2124.3623
2199.0,93.67,2125.946
2179.0,93.35,2122.3406
2166.0,93.36,2116.324
2167.0,92.87,2108.7346
2130.0,92.73,2099.9927
2070.0,93.43,2090.2898
2049.0,94.33,2078.4019
2064.0,95.6,2064.662
2063.0,96.01,2048.772
2065.0,95.97,2033.0244
2072.0,96.68,2024.6863
2043.0,97.26,2024.8154
2018.0,96.15,2026.6819
2057.0,95.47,2025.82
2034.0,96.33,2025.2323
2034.0,95.49,2021.219
2024.0,94.62,2015.8333
2038.0,96.47,2010.9521
2045.0,95.3,2008.1852
2019.0,95.36,2006.6362
2012.0,95.53,2006.519
2049.0,96.42,2007.1102
2059.0,96.54,2006.1327
2049.0,97.17,2005.4227
2050.0,97.01,2006.943
2059.0,98.31,2010.5093
2060.0,99.0,2015.417
2041.0,96.62,2019.422
2010.0,91.98,2018.8315
2041.0,91.87,2015.921
2083.0,92.89,2011.9122
2084.0,91.93,2007.9686
2144.0,91.37,2008.669
2130.0,89.98,2018.5933
2188.0,91.85,2033.0697
2188.0,92.19,2049.567
2179.0,92.48,2066.153
2200.0,91.89,2081.852
2180.0,88.14,2094.2952
2152.0,91.71,2101.5183
2095.0,89.88,2102.1829
2064.0,89.33,2093.9514
2066.0,92.39,2076.4446
2098.0,91.25,2056.8428
2076.0,92.07,2039.6813
2052.0,91.86,2032.4396
2036.0,91.85,2030.3541
2039.0,92.09,2030.0275
2032.0,92.12,2027.6797
2021.0,92.1,2023.0275
2063.0,90.05,2016.7592
2058.0,88.73,2011.4221
2035.0,86.67,2009.2418
2039.0,85.73,2010.5808
2029.0,86.05,2012.8405
1996.0,86.28,2013.8374
1989.0,85.54,2011.389
1955.0,85.68,2001.3871
1940.0,86.24,1980.6501
1958.0,87.09,1958.434
1952.0,84.86,1938.8401
1927.0,85.65,1929.6451
1903.0,88.71,1923.1075
1903.0,84.44,1917.8961
1943.0,85.09,1911.82
1944.0,86.07,1906.1434
1951.0,85.57,1906.8228
1877.0,85.38,1915.1641
1875.0,86.32,1917.6052
1893.0,85.45,1912.3304
1899.0,86.67,1901.5881
1896.0,89.28,1891.9977
1862.0,86.75,1884.8884
1850.0,87.38,1876.6746
1850.0,88.28,1868.1044
1839.0,87.74,1858.7258
1906.0,87.18,1849.9049
1930.0,86.49,1848.6998
1933.0,88.07,1860.1976
1933.0,88.91,1880.2078
1907.0,89.09,1902.7817
1877.0,88.5,1921.0604
1881.0,87.88,1929.3031
1905.0,86.26,1921.5309
1896.0,85.93,1906.697
1874.0,85.56,1892.6007
1888.0,85.79,1879.1316
1897.0,86.77,1873.517
1929.0,85.89,1875.0237
1908.0,86.73,1883.1278
1863.0,87.2,1894.1456
1847.0,87.93,1899.3108
1877.0,89.51,1894.559
1918.0,90.13,1883.3787
1933.0,88.66,1877.7062
1954.0,88.61,1880.7906
1906.0,90.98,1893.8557
1960.0,90.87,1910.7821
1961.0,90.8,1927.1356
1963.0,91.82,1942.8481
1988.0,93.12,1953.1466
1995.0,92.92,1957.999
1997.0,93.09,1961.6879
2013.0,93.19,1966.5144
1965.0,93.15,1974.8242
1961.0,93.1,1980.1876
1968.0,93.82,1977.2677
1994.0,93.56,1966.2957
2021.0,94.14,1954.5007
1998.0,93.28,1954.9342
2028.0,95.49,1962.5706
2026.0,95.56,1976.7712
1988.0,96.24,1987.3972
2012.0,95.23,1994.6184
1996.0,95.95,1997.572
1987.0,95.88,1994.323
1990.0,96.44,1983.0033
1986.0,97.57,1972.6138
2018.0,97.94,1967.7544
2018.0,97.49,1969.6919
2049.0,97.77,1976.7639
2036.0,96.17,1985.7102
2066.0,96.64,1994.4235
2069.0,96.62,2003.004
2098.0,95.83,2011.5062
2123.0,95.72,2018.594
2078.0,97.03,2026.1781
2070.0,97.51,2033.6842
2066.0,97.01,2040.1218
2030.0,97.31,2043.2834
2022.0,95.86,2038.3815
2021.0,94.46,2023.564
2030.0,92.84,2008.1753
2048.0,93.13,1998.5057
2035.0,93.11,1996.3647
2040.0,92.63,2000.1874
2051.0,92.76,2004.5198
2058.0,92.05,2009.9037
2072.0,90.68,2014.6588
2071.0,90.12,2018.0619
2050.0,90.82,2020.1235
2085.0,90.43,2022.3583
2123.0,91.56,2024.0857
2151.0,91.95,2027.5638
2136.0,92.06,2034.9061
2161.0,92.54,2045.6586
2163.0,92.52,2058.402
2130.0,93.03,2070.7844
2159.0,93.45,2078.485
2145.0,93.74,2083.0244
2124.0,92.16,2083.472
2105.0,92.96,2079.0889
2112.0,92.45,2071.757
2095.0,93.71,2064.449
2074.0,94.81,2057.7058
2057.0,96.34,2052.607
2023.0,96.58,2046.2031
2023.0,97.23,2036.7333
2020.0,97.19,2025.0483
2047.0,94.45,2013.7365
2015.0,93.26,2006.3176
2011.0,92.7,2002.8944
1992.0,94.2,2002.4694
1987.0,94.64,2001.3306
2030.0,91.29,1997.5968
2024.0,88.71,1992.8967
2030.0,88.72,1989.46
2034.0,86.68,1990.4797
2043.0,87.73,1994.4304
2056.0,88.01,1999.4976
2060.0,88.76,2005.4757
1979.0,89.18,2009.8207
1952.0,91.43,2009.206
1944.0,93.64,2002.5034
1961.0,93.0,1979.4622
1961.0,94.5,1952.7637
1965.0,93.46,1932.7415
1964.0,91.03,1927.7787
1983.0,93.99,1931.4609
1980.0,95.61,1942.7325
1960.0,95.62,1957.1985
1955.0,96.62,1967.4
1992.0,96.39,1971.5946
1981.0,96.04,1969.2004
2027.0,94.3,1962.9678
2016.0,95.16,1964.4238
1980.0,96.71,1972.3097
1971.0,96.16,1981.085
1966.0,94.28,1987.1628
1954.0,94.25,1981.5809
1922.0,94.15,1965.6638
1890.0,95.01,1943.7678
1860.0,93.13,1923.3872
1844.0,93.61,1901.0872
1844.0,91.97,1873.8942
1884.0,93.45,1845.7872
1876.0,93.31,1828.6338
1852.0,93.74,1827.8191
1862.0,94.76,1835.6979
1848.0,96.03,1845.801
1845.0,95.77,1852.8062
1798.0,95.38,1856.0012
1747.0,95.88,1849.1201
1705.0,96.69,1829.6088
1739.0,97.85,1795.5747
1738.0,97.77,1760.8934
1744.0,98.44,1738.4121
1779.0,98.24,1726.9415
1721.0,95.4,1726.5535
1735.0,93.69,1728.1633
1749.0,95.18,1729.7322
1732.0,95.32,1730.3909
1707.0,95.5,1730.3406
1729.0,97.05,1728.0693
1731.0,96.56,1725.6366
1755.0,97.99,1722.8442
1805.0,99.6,1722.1865
1794.0,101.24,1725.6387
1790.0,101.4,1736.3644
1787.0,103.22,1751.136
1802.0,103.14,1766.5814
1839.0,103.53,1780.3862
1859.0,106.52,1789.0117
1855.0,104.91,1802.3014
1855.0,105.95,1816.9174
1884.0,106.32,1835.083
1926.0,106.0,1855.5663
1945.0,106.48,1878.1431
1945.0,108.04,1899.7324
1943.0,108.05,1919.4962
1918.0,106.91,1938.4021
1905.0,107.23,1947.6661
1870.0,105.39,1945.4221
1883.0,105.49,1929.2113
1896.0,104.7,1909.2743
1864.0,104.55,1890.777
1842.0,103.08,1873.2205
1842.0,105.03,1859.7335
1865.0,107.89,1850.4006
1881.0,106.94,1844.6439
1902.0,106.56,1847.7291
1881.0,105.3,1859.1935
1902.0,104.37,1874.438
1924.0,103.4,1889.2665
1963.0,105.97,1902.7979
1974.0,106.11,1916.5619
1932.0,106.83,1934.3573
1959.0,106.85,1948.9695
1952.0,107.33,1957.6721
1913.0,107.46,1959.5032
1879.0,107.1,1952.2047
1858.0,104.96,1934.3545
1827.0,103.85,1911.7202
1781.0,105.03,1884.9645
1741.0,106.42,1844.5497
1751.0,109.01,1795.0253
1734.0,110.1,1761.1188
1730.0,108.8,1740.0697
1749.0,107.65,1727.4146
1733.0,106.75,1724.479
1762.0,108.54,1724.1979
1762.0,107.23,1726.0051
1735.0,108.37,1729.9562
1740.0,110.53,1735.9392
1728.0,109.52,1739.9105
1720.0,107.39,1739.0725
1747.0,107.56,1734.1307
1728.0,108.6,1728.9061
1717.0,108.21,1726.7092
1700.0,106.59,1725.6495
1656.0,105.42,1723.8102
1650.0,108.07,1720.3313
1657.0,106.39,1714.1758
1651.0,104.68,1705.7965
1661.0,103.59,1697.653
1685.0,103.13,1690.2317
1680.0,102.66,1687.0239
1634.0,103.03,1687.4641
1582.0,102.87,1689.2411
1582.0,102.33,1686.5123
1636.0,102.04,1677.7249
1669.0,104.1,1665.4106
1703.0,103.31,1655.7666
1709.0,103.84,1654.3634
1709.0,103.03,1663.6133
1696.0,103.49,1679.0692
1722.0,101.61,1695.2017
1736.0,103.01,1708.9492
1733.0,102.02,1717.7821
1734.0,102.41,1721.1935
1679.0,101.21,1721.955
1655.0,102.29,1719.8618
1639.0,100.67,1715.4297
1631.0,100.81,1709.3713
1602.0,99.22,1700.7094
1606.0,97.8,1688.4459
1613.0,96.86,1673.8179
1599.0,97.11,1657.9296
1559.0,97.85,1642.5381
1499.0,98.68,1627.5098
1486.0,98.2,1609.724
1488.0,96.77,1589.1909
1460.0,96.38,1567.9191
1475.0,94.61,1550.8861
1479.0,94.62,1538.9619
1467.0,93.37,1529.8861
1444.0,94.8,1524.1646
1450.0,94.2,1518.6726
1466.0,94.6,1513.4421
1488.0,95.14,1508.3951
1485.0,93.04,1504.1499
1455.0,93.88,1501.1201
1437.0,93.76,1498.921
1506.0,93.84,1496.9856
1559.0,93.03,1496.7064
1556.0,93.34,1498.4103
1567.0,93.33,1501.2905
1587.0,95.44,1505.4713
1564.0,94.84,1511.0416
1554.0,94.09,1517.1815
1581.0,93.68,1523.6268
1601.0,92.3,1530.0103
1623.0,92.28,1535.788
1623.0,92.72,1544.9185
1658.0,93.82,1555.9601
1733.0,96.04,1575.5282
1697.0,97.2,1600.9
1686.0,97.38,1631.4103
1721.0,97.65,1664.9559
1769.0,97.34,1689.8594
1849.0,98.51,1707.4384
1790.0,97.44,1721.8395
1821.0,97.5,1735.2302
1816.0,96.6,1755.3405
1771.0,97.48,1776.5436
1718.0,97.22,1793.4197
1705.0,97.8,1793.3834
1690.0,98.77,1774.6953
1704.0,99.32,1751.6342
1700.0,98.91,1730.431
1694.0,99.22,1720.4097
1693.0,99.55,1713.5625
1710.0,100.32,1710.3352
1696.0,99.29,1709.6699
1685.0,98.42,1710.6411
1679.0,98.7,1710.7455
1625.0,95.44,1710.17
1660.0,93.96,1704.9576
1707.0,93.43,1696.7717
1728.0,93.67,1690.2758
1725.0,92.33,1690.6566
1743.0,91.66,1697.213
1757.0,92.72,1707.0841
1751.0,91.8,1716.982
1744.0,92.59,1724.8617
1720.0,94.17,1730.4598
1749.0,93.96,1733.1664
1725.0,94.37,1730.3376
1715.0,93.93,1726.5471
1717.0,94.99,1722.5469
1696.0,96.73,1719.1969
1720.0,97.32,1717.678
1725.0,96.64,1716.5538
1736.0,95.72,1716.075
1738.0,97.41,1717.1299
1761.0,97.36,1719.5527
1819.0,98.23,1723.194
1819.0,97.49,1729.3473
1867.0,96.43,1744.7195
1809.0,97.19,1768.2917
1857.0,97.38,1802.0095
1860.0,97.84,1830.3866
1776.0,99.88,1849.7627
1796.0,100.06,1851.1565
1813.0,99.94,1838.2179
1822.0,100.37,1818.932
1824.0,100.35,1803.1086
1810.0,100.3,1795.204
1825.0,100.58,1794.9019
1881.0,102.43,1800.1069
1982.0,103.31,1814.4176
1975.0,102.92,1846.4365
1981.0,102.2,1889.2102
2024.0,102.82,1925.5526
2038.0,101.83,1957.0773
2021.0,102.59,1980.2206
2099.0,102.4,1995.6755
2118.0,102.59,2007.7008
2155.0,104.92,2017.1102
2111.0,103.33,2027.7992
2113.0,101.45,2038.8221
2134.0,101.56,2050.5872
2157.0,102.58,2061.5046
2196.0,101.12,2068.8474
2245.0,100.03,2073.6382
2251.0,97.99,2079.5422
2245.0,98.2,2091.8237
2241.0,98.89,2107.8535
2225.0,98.08,2123.8398
2201.0,99.7,2134.1936
2150.0,100.37,2136.6487
2097.0,99.43,2127.2217
2099.0,99.46,2104.6797
2148.0,99.6,2080.4502
2139.0,99.19,2064.966
2145.0,100.26,2057.8682
2143.0,101.28,2059.5317
2154.0,101.67,2066.0312
2154.0,101.58,2074.349
2024.0,99.74,2080.6409
2020.0,99.62,2079.5452
2016.0,100.29,2067.5774
2085.0,101.14,2044.9912
2124.0,100.44,2018.5344
2174.0,102.56,2013.0062
2141.0,103.6,2022.5002
2162.0,103.4,2040.4114
2141.0,103.74,2061.1592
2132.0,104.05,2078.6843
2121.0,103.75,2088.2703
2064.0,103.76,2088.9707
2118.0,104.3,2078.892
2146.0,102.13,2062.1206
2152.0,101.44,2051.6526
2152.0,101.94,2051.507
2136.0,100.6,2058.7163
2120.0,100.84,2068.9397
2130.0,101.28,2075.622
2167.0,99.74,2077.933
2178.0,99.42,2077.1826
2149.0,99.76,2076.6357
2149.0,99.48,2076.2383
2152.0,99.5,2079.2534
2148.0,100.77,2082.02
2136.0,100.26,2082.9756
2098.0,99.99,2082.2383
2135.0,100.59,2076.794
2096.0,101.7,2069.9343
2095.0,102.37,2063.3337
2138.0,101.5,2057.808
2051.0,102.02,2055.2922
2042.0,102.61,2053.1797
2041.0,102.44,2049.438
1992.0,104.07,2041.2465
1999.0,104.35,2026.6077
1999.0,104.28,2009.0109
1965.0,104.11,1991.7814
1906.0,102.72,1979.5322
1948.0,103.58,1961.4335
1948.0,102.71,1944.7737
1933.0,102.47,1933.4421
1895.0,102.66,1927.0779
1897.0,102.64,1922.5697
1899.0,102.48,1916.2715
1906.0,102.66,1904.5332
1883.0,104.41,1897.3652
1875.0,104.35,1893.0609
1944.0,104.4,1888.1024
1957.0,106.53,1889.5854
1983.0,106.91,1900.5817
1983.0,106.9,1920.7449
1956.0,106.36,1945.5752
1974.0,105.97,1964.8407
1959.0,106.43,1976.6412
1990.0,107.26,1980.7332
1967.0,106.17,1973.9274
1954.0,106.03,1962.513
1994.0,106.5,1953.4615
2026.0,105.74,1952.7743
1998.0,105.37,1960.2816
2047.0,104.48,1972.5924
2065.0,104.06,1983.5304
2053.0,103.76,1993.0942
2038.0,103.53,2003.8075
2065.0,103.4,2010.2181
2058.0,102.29,2014.6333
2012.0,102.93,2016.141
2026.0,100.91,2013.5117
2025.0,99.96,2010.4415
2012.0,101.2,2003.6432
2025.0,104.59,1997.3065
1998.0,104.42,1995.1033
1999.0,103.12,1994.8428
2041.0,102.07,1994.0135
2024.0,102.09,1994.7421
2036.0,101.67,1996.0625
2034.0,100.97,1998.9047
2047.0,100.27,2002.125
2047.0,98.17,2006.5642
2097.0,97.88,2009.7075
1992.0,96.92,2012.991
1968.0,97.34,2014.1067
1948.0,97.65,2010.7948
1986.0,98.08,1995.4274
1964.0,97.37,1969.9272
1965.0,97.59,1947.9773
1945.0,95.58,1938.8854
1951.0,97.35,1937.2477
1950.0,96.41,1939.0112
1941.0,94.48,1941.6064
1964.0,96.07,1942.8802
1982.0,93.96,1944.4764
1986.0,93.65,1947.2012
1986.0,93.35,1953.0858
2030.0,93.88,1960.3601
2036.0,94.55,1971.2433
2033.0,95.96,1982.1934
2059.0,95.83,1990.4308
2090.0,92.88,1998.0419
2048.0,95.54,2006.0947
2069.0,94.45,2012.3772
2061.0,93.29,2016.1476
2051.0,92.66,2018.5558
2046.0,92.75,2019.9696
1996.0,91.67,2018.9645
1970.0,92.83,2012.2323
1975.0,92.27,1997.7473
1955.0,92.92,1979.44
1964.0,94.88,1960.0237
1956.0,94.42,1943.4845
1966.0,93.07,1937.1558
1930.0,92.41,1938.147
1930.0,91.52,1939.1333
1930.0,91.56,1938.2545
1973.0,92.8,1933.9327
1948.0,92.53,1930.3582
1959.0,93.54,1931.9583
1968.0,94.57,1936.1727
1968.0,91.16,1942.5472
2054.0,90.73,1951.239
2053.0,91.01,1963.6311
2080.0,89.74,1975.4459
2165.0,90.34,1987.8175
2176.0,88.85,2006.4894
2151.0,87.31,2026.4689
2181.0,85.77,2046.5143
2159.0,85.82,2064.7366
2169.0,85.74,2079.32
2155.0,81.84,2088.2388
2155.0,81.78,2089.9548
2154.0,82.7,2086.1577
2117.0,82.75,2080.7566
2049.0,82.71,2075.4749
2046.0,82.81,2067.1382
2025.0,80.52,2055.006
2027.0,81.01,2034.8696
2012.0,81.0,2014.8538
2022.0,81.42,1998.3918
2042.0,82.2,1990.8873
2036.0,81.12,1992.5441
2048.0,80.54,1996.7527
2073.0,78.78,2002.1627
2039.0,77.19,2010.0922
2026.0,78.68,2015.1716
2018.0,78.65,2016.6565
2022.0,77.4,2012.8729
2031.0,77.94,2005.4846
2038.0,77.18,1996.5627
2075.0,74.21,1993.1434
2074.0,75.82,1997.3025
2065.0,75.64,2003.1991
2068.0,74.61,2012.2012
2088.0,74.58,2020.112
2075.0,75.58,2025.7593
2076.0,76.51,2028.9993
2097.0,75.78,2030.0443
2095.0,74.09,2031.6959
2095.0,73.69,2033.3438
2096.0,68.55,2036.3721
2096.0,66.15,2039.5029
2063.0,69.0,2042.1498
2034.0,66.88,2042.467
2051.0,67.38,2037.7164
2048.0,66.81,2027.1759
2038.0,65.84,2016.3074
2014.0,63.05,2010.0758
1994.0,63.82,2004.7335
1975.0,60.94,1998.6973
1938.0,59.95,1987.2479
1944.0,57.81,1967.8042
1936.0,55.91,1945.8594
1937.0,55.93,1927.4237
1915.0,56.47,1913.5842
1912.0,54.11,1903.9805
1896.0,56.52,1898.2747
1854.0,55.26,1893.0475
1872.0,57.12,1882.8231
1864.0,55.84,1870.941
1864.0,54.73,1858.4792
1835.0,53.61,1847.9913
1871.0,54.12,1837.6193
1893.0,53.27,1833.854
1838.0,52.69,1837.2164
1889.0,50.04,1841.2799
1934.0,47.93,1847.9921
1961.0,48.65,1860.6511
1935.0,48.79,1880.9426
1933.0,48.36,1900.5961
1953.0,46.07,1916.141
1942.0,45.89,1928.0399
1968.0,48.48,1932.4652
1973.0,46.25,1931.6091
1941.0,48.69,1932.1062
1939.0,47.78,1931.3745
1918.0,46.39,1930.3945
1917.0,47.78,1925.4609
1913.0,46.31,1918.3335
1903.0,45.59,1909.4459
1924.0,45.15,1900.6573
1959.0,46.23,1893.9187
1963.0,44.45,1895.2008
1921.0,44.53,1904.3599
1921.0,48.24,1914.3086
1917.0,49.57,1920.014
1907.0,53.05,1918.6132
1931.0,48.45,1912.9713
1922.0,50.48,1906.4469
1933.0,51.69,1901.5364
1944.0,52.86,1901.3912
1937.0,50.02,1905.5765
1942.0,48.84,1911.5815
1988.0,51.21,1917.1692
2041.0,53.61,1924.3276
1993.0,53.53,1939.7223
1975.0,52.14,1955.6152
1957.0,51.16,1967.5728
1942.0,50.34,1972.9491
1915.0,49.45,1966.2053
1884.0,49.28,1947.9077
1850.0,50.99,1923.5774
1834.0,48.17,1898.0845
1871.0,49.76,1867.5542
1867.0,49.59,1840.1743
1858.0,50.52,1822.8906
1834.0,51.53,1817.6266
1840.0,50.76,1817.6051
1847.0,49.61,1818.7849
1848.0,50.0,1820.7701
1831.0,48.29,1823.6082
1803.0,48.17,1823.8977
1751.0,47.05,1819.5737
1686.0,44.84,1807.9292
1739.0,43.88,1783.5935
1754.0,43.46,1758.7979
1795.0,44.66,1740.1486
1791.0,43.96,1731.2585
1796.0,45.72,1732.0177
1813.0,47.45,1737.8894
1793.0,47.51,1746.9337
1791.0,49.21,1757.495
1791.0,51.43,1764.53
1763.0,48.87,1766.4879
1697.0,48.68,1762.4626
1697.0,47.6,1752.0461
1750.0,50.09,1737.8093
1778.0,49.14,1726.7172
1778.0,52.14,1724.0911
1806.0,53.98,1724.1631
1790.0,50.42,1728.5981
1791.0,50.79,1739.3685
1813.0,51.64,1749.5396
1789.0,51.91,1759.553
1793.0,53.29,1763.7479
1794.0,56.39,1763.8416
1796.0,56.71,1760.9539
1799.0,55.74,1757.5403
1804.0,56.38,1755.2096
1801.0,55.26,1759.0399
1820.0,56.16,1763.0782
1811.0,57.74,1766.9038
1795.0,57.15,1771.1766
1730.0,56.99,1775.2955
1741.0,57.06,1770.0433
1739.0,58.58,1762.2798
1752.0,59.63,1750.0024
1732.0,59.15,1738.7051
1732.0,58.93,1729.1283
1735.0,60.4,1725.3505
1692.0,60.93,1723.5336
1678.0,58.94,1721.0526
1717.0,59.39,1716.9
1701.0,59.25,1712.41
1688.0,60.75,1708.3593
1681.0,60.5,1704.2332
1704.0,59.88,1700.245
1701.0,59.69,1697.0095
1728.0,59.43,1697.3308
1709.0,57.26,1698.8751
1687.0,58.98,1701.1226
1644.0,60.72,1701.9624
1589.0,59.72,1700.1118
1589.0,59.85,1693.0259
1537.0,58.03,1679.1536
1580.0,57.51,1658.821
1584.0,57.68,1633.3082
1584.0,60.3,1608.7596
1699.0,60.2,1591.8052
1740.0,61.26,1588.1637
1740.0,59.64,1595.2467
1752.0,58.0,1615.224
1746.0,59.13,1649.8789
1740.0,58.14,1682.5249
1752.0,60.14,1705.2523
1757.0,61.43,1718.6636
1727.0,60.77,1724.7052
1733.0,59.96,1724.8744
1734.0,59.52,1721.3828
1754.0,59.97,1717.5178
1750.0,59.92,1715.632
1780.0,60.45,1717.0491
1773.0,59.61,1721.6846
1802.0,59.68,1725.575
1755.0,61.01,1731.3788
1818.0,60.27,1738.8713
1799.0,59.7,1745.2839
1818.0,59.63,1751.1711
1792.0,58.33,1757.2426
1784.0,59.47,1760.7428
1771.0,56.96,1761.7764
1745.0,56.93,1761.439
1748.0,55.52,1757.2203
1711.0,52.53,1749.163
1711.0,52.33,1738.9266
1725.0,51.65,1727.9099
1728.0,52.78,1722.389
1723.0,52.74,1718.4677
1738.0,52.2,1715.9132
1742.0,53.04,1715.4297
1725.0,51.41,1716.5825
1705.0,50.91,1717.6816
1675.0,50.89,1717.0712
1678.0,50.15,1713.8907
1664.0,50.36,1707.8884
1681.0,49.19,1699.9072
1661.0,48.45,1692.2366
1650.0,48.14,1683.9138
1627.0,47.39,1677.1869
1626.0,47.98,1670.7178
1638.0,48.79,1662.4579
1648.0,48.52,1653.9404
1638.0,47.12,1646.6866
1645.0,45.17,1639.7386
1658.0,45.74,1634.8998
1671.0,45.15,1634.6299
1659.0,44.66,1637.417
1681.0,43.87,1642.9255
1711.0,44.96,1648.5764
1740.0,43.08,1656.9023
1715.0,43.3,1667.0775
1719.0,42.23,1678.787
1726.0,42.5,1689.027
1715.0,41.87,1697.4617
1722.0,42.62,1702.8237
1683.0,40.8,1705.3447
1665.0,41.14,1704.026
1642.0,40.45,1699.1812
1627.0,38.24,1692.0645
1615.0,39.31,1682.4564
1615.0,38.6,1669.5989
1641.0,42.56,1655.4133
1611.0,45.22,1643.1312
1611.0,49.2,1632.9319
1603.0,45.41,1624.2771
1581.0,46.25,1617.494
1590.0,46.75,1608.5809
1599.0,46.05,1600.5365
1581.0,44.7,1592.2222
